,Unnamed: 0,Unnamed: 0_x,Unnamed: 0.1,H_1_1,H_1_2,H_1_3,H_2_1,H_2_2,H_2_3,H_3_1,H_3_2,H_3_3,H_forward_1_1,H_forward_1_2,H_forward_1_3,H_forward_2_1,H_forward_2_2,H_forward_2_3,H_forward_3_1,H_forward_3_2,H_forward_3_3,frame_id,head_3d_1,head_3d_2,head_3d_3,height,l_ear_3d_1,l_ear_3d_2,l_ear_3d_3,l_elbow_3d_1,l_elbow_3d_2,l_elbow_3d_3,l_eye_3d_1,l_eye_3d_2,l_eye_3d_3,l_foot_3d_1,l_foot_3d_2,l_foot_3d_3,l_hand_3d_1,l_hand_3d_2,l_hand_3d_3,l_hip_3d_1,l_hip_3d_2,l_hip_3d_3,l_knee_3d_1,l_knee_3d_2,l_knee_3d_3,l_shoulder_3d_1,l_shoulder_3d_2,l_shoulder_3d_3,neck_3d_1,neck_3d_2,neck_3d_3,person_id,pose_bb_1,pose_bb_2,pose_bb_3,pose_bb_4,r_ear_3d_1,r_ear_3d_2,r_ear_3d_3,r_elbow_3d_1,r_elbow_3d_2,r_elbow_3d_3,r_eye_3d_1,r_eye_3d_2,r_eye_3d_3,r_foot_3d_1,r_foot_3d_2,r_foot_3d_3,r_hand_3d_1,r_hand_3d_2,r_hand_3d_3,r_hip_3d_1,r_hip_3d_2,r_hip_3d_3,r_knee_3d_1,r_knee_3d_2,r_knee_3d_3,r_shoulder_3d_1,r_shoulder_3d_2,r_shoulder_3d_3,threshold,upper_bb_1,upper_bb_2,upper_bb_3,upper_bb_4,width,R_1,R_2,R_3,T_1,T_2,T_3,Unnamed: 0_y,position_x,position_y,next_frame_position_x,next_frame_position_y
0,0,2637,10769,0.9661060630087646,0.0088047352818888,16.40815627193367,-0.0108457053531094,0.9878041585279508,10.3683086125242,-2.465529717006489e-05,1.4163766521287484e-05,1.0,1.0348256072536195,-0.0089817294785833,-16.886454934907892,0.0110958297492107,1.0126689952506305,-10.68172677358516,2.5356774124103093e-05,-1.4564654421472314e-05,1.0,3,289.333,427.44,0.403391,960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.769,604.7909999999998,0.217032,0.0,0.0,0.0,284.189,511.004,0.63315,294.6040000000001,560.51,0.486824,0.0,0.0,0.0,276.28700000000003,445.737,0.717396,0,276.28700000000003,424.858,304.987,604.8290000000002,279.006,424.858,0.625421,0.0,0.0,0.0,284.236,424.886,0.4462350000000001,304.987,604.8290000000002,0.285831,0.0,0.0,0.0,286.819,510.966,0.67001,299.9,557.933,0.607753,0.0,0.0,0.0,0.8,276.28700000000003,424.858,289.333,511.004,1280,0.000276872946415,0.0013134347973399,-0.0884383842349,-0.00162847177126,-0.00257193134166,0.00469123385847,5288,248.9415,499.218,213.7745,500.4995
1,1,2638,8727,0.9545909163431044,0.0256681300607167,17.755210530229988,-0.0215668920820409,0.98892243927191,17.085810088413716,-3.485307889521569e-05,3.169151078683973e-05,1.0,1.0463819587089418,-0.0265786989812853,-18.124613368720325,0.0222020600897081,1.0112641532838291,-17.672469523325578,3.576601613459002e-05,-3.297483831466573e-05,1.0,5,260.829,424.814,0.231808,960,239.862,414.52,0.0715813,216.462,463.985,0.12714,0.0,0.0,0.0,257.997,599.596,0.415681,0.0,0.0,0.0,242.49,503.11300000000006,0.666583,247.651,552.669,0.625634,229.416,432.712,0.63752,242.446,430.194,0.728107,0,216.462,409.377,291.944,604.841,258.026,409.377,0.541607,291.944,443.139,0.293391,260.823,414.518,0.239328,273.755,604.841,0.444669,0.0,0.0,0.0,263.264,495.323,0.7066140000000001,284.128,549.924,0.7553479999999999,258.023,430.129,0.670625,0.8,216.462,409.377,291.944,503.11300000000006,1280,-0.000445761659648,0.000702571007423,-0.0972713828087,0.00609571347013,-0.00195885472931,-0.0007722639711569,5301,213.7745,500.4995,198.1535,492.7805
2,2,2639,5217,0.9812596978779112,0.0426486580725074,3.2190564508808874,-0.0167810841434764,1.0217987735782983,1.0562679634387704,-2.576789500846746e-05,6.19713522294994e-05,1.0,1.0183060569333189,-0.0423067791251583,-3.2332973861160954,0.0166976678927703,0.9780508726187368,-1.0868345389053942,2.520482650315017e-05,-6.170129176806851e-05,1.0,6,0.0,0.0,0.0,960,0.0,0.0,0.0,200.778,463.9980000000001,0.143796,0.0,0.0,0.0,239.948,604.815,0.334427,0.0,0.0,0.0,234.592,500.55300000000005,0.49703,237.32,552.762,0.515349,218.923,435.326,0.430754,237.25,432.749,0.502832,0,200.778,417.091,278.982,607.395,252.83900000000003,417.091,0.188271,260.608,466.646,0.213812,0.0,0.0,0.0,260.758,607.395,0.268705,260.707,474.448,0.133498,252.873,495.279,0.535026,278.982,549.975,0.645699,257.974,432.765,0.4128810000000001,0.8,200.778,417.091,260.707,500.55300000000005,1280,3.39168291248e-05,0.00151442154311,-0.0957247912884,0.00508392322809,0.00338877155446,0.0017637049313599,5295,198.1535,492.7805,200.737,487.4895
3,3,2640,5470,1.0254465095355436,0.0333485018490565,-18.338714319006726,-0.0077450732592231,1.0357519470814276,-2.768032865036536,1.3622613390089695e-05,4.4184894023960686e-05,1.0,0.9750629815486558,-0.0321534948832852,17.792399531097008,0.007254902501136,0.9654825575452218,2.805533034285285,-1.360346312679237e-05,-4.222172985718294e-05,1.0,7,0.0,0.0,0.0,960,237.293,422.36,0.203549,211.196,466.504,0.535328,0.0,0.0,0.0,245.08,604.817,0.5474859999999999,219.032,482.29,0.279809,237.224,505.695,0.827823,237.313,555.303,0.82432,221.57,438.0,0.764107,242.496,437.963,0.754541,0,211.196,419.714,281.644,604.817,258.029,419.714,0.4240640000000001,281.644,453.61800000000005,0.319729,0.0,0.0,0.0,281.467,599.558,0.477046,0.0,0.0,0.0,260.659,500.55300000000005,0.746785,279.006,549.937,0.8093670000000001,263.341,440.554,0.664237,0.8,211.196,419.714,281.644,505.695,1280,-0.000136093789479,-0.000336272845743,-0.0965663343668,0.00498292129487,0.00573043525219,0.000561684370041,5298,200.737,487.4895,203.387,480.9865
4,5,2641,3796,1.0013005485728856,0.043339283089896,-9.841580895750534,-0.0162746319894251,1.0230620768234275,1.2380135986588343,-6.685971667746771e-06,4.612972342703096e-05,1.0,0.99795826142017,-0.0427210614463642,9.8743762153689,0.0158680979426846,0.976721052269063,-1.0530267752408424,5.9403296920400005e-06,-4.534150381297698e-05,1.0,8,0.0,0.0,0.0,960,231.99,419.731,0.218744,198.142,466.621,0.693815,0.0,0.0,0.0,237.157,599.63,0.392772,205.955,477.0630000000001,0.297395,224.268,505.755,0.798971,221.669,560.475,0.729003,216.465,432.759,0.798659,239.785,435.338,0.785574,0,198.142,419.731,297.118,599.63,258.106,422.261,0.449724,297.118,443.207,0.470157,0.0,0.0,0.0,263.332,599.5740000000002,0.454803,284.12,427.47,0.21016,257.998,503.106,0.7985439999999999,276.35200000000003,549.977,0.792621,260.793,437.937,0.719644,0.8,198.142,419.731,297.118,505.755,1280,0.00136338593438,0.000977659365162,-0.0857760682701999,0.00119945395272,0.00537101738155,0.00126771791838,5300,203.387,480.9865,182.4755,503.1135
5,6,2642,11472,0.9349030568249552,-0.0058582850407097,33.99928673481916,-0.0074672247532648,0.9543243703806842,24.766116171689447,-3.863265913275256e-05,1.710913169169803e-06,1.0,1.0696345709999973,0.0066316295182347,-36.53105218796039,0.0072974192209039,1.0493853799932946,-26.23730727830211,4.131034252740491e-05,-1.539209783492124e-06,1.0,10,0.0,0.0,0.0,960,218.998,406.594,0.103011,174.743,461.411,0.204337,0.0,0.0,0.0,208.518,610.0319999999998,0.1388569999999999,179.929,471.874,0.0982482,198.183,503.078,0.606079,198.051,568.227,0.5062260000000001,195.526,425.003,0.5002340000000001,219.03,427.447,0.534026,0,174.743,406.594,260.73400000000004,612.628,239.893,406.638,0.26925,260.73400000000004,445.727,0.155255,0.0,0.0,0.0,258.04400000000004,612.628,0.158751,0.0,0.0,0.0,229.366,497.921,0.513016,252.893,552.7719999999998,0.465976,242.446,427.473,0.468965,0.8,174.743,406.594,260.73400000000004,503.078,1280,0.000887946167495,-0.00137506960891,-0.105037592351,0.000647047068924,0.00344612053595,-0.00307673215866,5294,182.4755,503.1135,190.2975,509.733
6,7,2643,7759,0.954572992540758,-0.0178909806628973,26.836279619631675,-0.0101664239837173,0.9502747763032772,29.42763588426993,-1.783219314939628e-05,-2.347633388015405e-05,1.0,1.0485606768018458,0.0190324094793701,-28.699546336963817,0.0106311628394156,1.0530659160240556,-31.27454119753149,1.8947717245944613e-05,2.506151664432553e-05,1.0,11,0.0,0.0,0.0,960,174.66299999999995,396.226,0.412368,156.442,453.591,0.64222,0.0,0.0,0.0,195.549,581.349,0.441468,159.025,463.958,0.412608,190.306,490.081,0.778141,182.553,539.661,0.640288,161.695,422.272,0.78825,192.858,417.0580000000001,0.8045979999999999,0,156.442,393.615,239.935,589.134,198.193,393.615,0.3282739999999999,224.216,448.476,0.246251,0.0,0.0,0.0,239.935,589.134,0.340985,0.0,0.0,0.0,219.04,487.421,0.752827,237.281,534.461,0.711695,216.448,411.903,0.788826,0.8,156.442,393.615,224.216,490.081,1280,0.00240961345844,-0.000367702159565,-0.117574542761,0.00528937345371,0.00662507023662,-0.00308329961263,5299,190.2975,509.733,224.2465,507.081
7,9,2644,831,0.9919255311067234,0.0059041420491737,8.557172587908314,0.0005206831950579,1.0037062827042886,-1.0834763447934117,-8.061036926021261e-06,2.8451641403831536e-05,1.0,1.0081742725246947,-0.0056857002713505,-8.633281570430317,-0.0005142123969662,0.9963797640979876,1.083954109058691,8.141560225410074e-06,-2.8394472389987847e-05,1.0,12,0.0,0.0,0.0,960,164.29,404.147,0.4077,140.782,461.422,0.64285,0.0,0.0,0.0,190.285,612.577,0.538695,145.986,466.591,0.260811,177.19799999999995,495.35,0.8681030000000001,177.41400000000004,555.242,0.828909,156.314,425.037,0.891114,179.858,424.899,0.8925569999999999,0,140.782,403.979,255.46,612.577,195.452,403.979,0.506926,219.067,464.05,0.405202,0.0,0.0,0.0,255.46,609.998,0.51103,219.004,474.446,0.0946292,213.766,490.211,0.811768,237.132,547.4540000000002,0.8647229999999999,211.165,424.816,0.870959,0.8,140.782,403.979,219.067,495.35,1280,0.00306725618429,0.00155443081167,-0.136840000749,0.00537816202268,0.00624853465706,-0.00388069706969,5291,224.2465,507.081,205.975,507.081
8,11,2645,14876,1.0162020772975286,-0.0015673576868943,-0.9500922746824944,0.0169813895716648,1.017678500401735,-10.381828467936767,1.3188477268145975e-05,2.406326942610128e-05,1.0,0.9842724799720136,0.0014934295934462,0.95065420927209,-0.0165523260979281,0.9826154270441326,10.185618576366952,-1.2582752145249431e-05,-2.366463582545127e-05,1.0,13,0.0,0.0,0.0,960,171.99599999999995,406.789,0.349374,148.545,469.31,0.6769029999999999,0.0,0.0,0.0,190.324,604.783,0.564038,151.149,474.487,0.238375,177.38099999999997,505.711,0.8544579999999999,177.328,555.28,0.815699,156.4,430.16,0.878316,182.537,427.492,0.87072,0,148.545,406.619,239.909,615.2,195.543,406.619,0.479988,239.862,443.201,0.30789,0.0,0.0,0.0,239.909,615.2,0.471552,0.0,0.0,0.0,218.926,497.962,0.798903,237.277,552.674,0.829907,218.923,424.964,0.873841,0.8,148.545,406.619,239.862,505.711,1280,0.000744567776565,0.00189377635252,-0.107110746205,0.00518291210756,0.00303331599571,-0.00178862595931,5287,205.975,507.081,199.3885,506.99
9,13,2646,1347,1.0040346117022916,-0.0110519138658539,1.6646278708839062,0.0046963494031564,0.9825709083292008,15.388074821034769,1.8903737926385136e-05,-1.546089724288501e-05,1.0,0.9961703510262512,0.0111760808346085,-1.830231298555392,-0.0044653505518201,1.0176528153248516,-15.652284517073667,-1.8900381571870487e-05,1.5522555903528625e-05,1.0,14,0.0,0.0,0.0,960,169.465,398.841,0.303871,156.338,456.24,0.7055319999999999,0.0,0.0,0.0,190.277,583.946,0.509365,153.79399999999995,461.374,0.294054,182.524,487.569,0.8116300000000001,179.875,534.509,0.7634350000000001,158.984,422.324,0.852967,187.679,417.065,0.812286,0,153.79399999999995,396.283,229.439,591.799,198.09,396.283,0.339175,229.433,445.721,0.254661,0.0,0.0,0.0,226.819,591.799,0.444037,0.0,0.0,0.0,218.95,487.41,0.776393,229.439,531.903,0.750138,216.329,411.914,0.791354,0.8,153.79399999999995,396.283,229.433,487.569,1280,-0.0012963127810499,0.00250096386299,-0.102923631668,4.75461783935e-05,0.00144433777314,0.00198172498494,5296,199.3885,506.99,173.2955,507.085
