frame_id,height,l_ear_x,l_ear_y,l_elbow_x,l_elbow_y,l_eye_x,l_eye_y,l_foot_x,l_foot_y,l_hand_x,l_hand_y,l_hip_x,l_hip_y,l_knee_x,l_knee_y,l_shoulder_x,l_shoulder_y,neck_x,neck_y,nose_x,nose_y,person_id,r_ear_x,r_ear_y,r_elbow_x,r_elbow_y,r_eye_x,r_eye_y,r_foot_x,r_foot_y,r_hand_x,r_hand_y,r_hip_x,r_hip_y,r_knee_x,r_knee_y,r_shoulder_x,r_shoulder_y,threshold,width,R_1,R_2,R_3,T_1,T_2,T_3,position_x,position_y
18,960,633.555,362.439,615.1709999999999,403.981,0.0,0.0,617.908,490.148,612.741,424.909,633.408,425.0,630.854,458.782,623.0880000000001,383.098,641.2869999999999,383.173,0.0,0.0,1,654.245,364.884,675.1610000000001,404.037,0.0,0.0,654.246,490.055,670.0260000000001,422.281,656.8839999999999,424.9330000000001,656.8760000000001,458.819,657.067,380.679,0.8,1280,0.00115270167589,0.000245064351475,-0.1076465770599999,-0.00083271152107,0.00180004944559,-0.0008450135937889,784.7194999999998,415.8115
23,960,727.3610000000001,341.42,703.88,383.145,0.0,0.0,727.357,469.369,706.447,403.948,722.1560000000001,404.067,727.3589999999999,443.084,716.982,359.69300000000004,742.954,359.778,0.0,0.0,1,758.586,341.532,766.5010000000001,383.164,0.0,0.0,758.645,469.209,779.439,401.448,755.993,404.056,763.828,432.81,763.808,359.788,0.8,1280,0.000156118127052,0.000567942974158,-0.0885069817304999,-0.00822855439037,-0.0029176287353,0.00515413284302,766.4169999999999,427.5385
24,960,743.047,344.077,719.5210000000001,388.406,0.0,0.0,740.297,484.89,719.439,409.278,737.84,414.48800000000006,740.446,448.45,732.5239999999999,364.881,758.62,364.975,0.0,0.0,1,782.059,349.365,782.164,388.486,0.0,0.0,779.3939999999999,477.05300000000005,787.283,406.724,766.435,411.942,779.4910000000001,445.851,779.5089999999999,367.541,0.8,1280,0.000792929669842,-0.00139992416371,-0.0812916532159,-0.00310371653177,-0.00208323867992,0.00246619340032,767.7335,449.6855
25,960,742.94,346.764,719.586,391.055,0.0,0.0,742.9739999999999,487.473,716.962,417.04,740.345,417.129,742.972,451.064,737.684,365.055,758.6139999999999,365.088,0.0,0.0,1,774.2669999999999,349.361,789.8969999999999,393.615,0.0,0.0,774.293,484.883,795.1080000000001,411.855,766.43,417.117,782.0980000000001,448.411,782.072,367.627,0.8,1280,0.0017651241505499,-2.50277662417e-05,-0.111958898604,0.0025623568799299,-4.43127755716e-05,0.0010593556799,757.3085,462.741
3,960,401.495,409.319,367.53,453.577,0.0,0.0,383.286,552.669,362.404,474.528,383.294,482.25,385.792,518.797,383.247,430.099,404.114,430.136,0.0,0.0,1,422.36300000000006,411.939,443.152,458.822,0.0,0.0,404.143,560.5219999999999,445.679,474.479,411.931,482.319,406.656,526.52,427.46,430.202,0.8,1280,0.00208232807927,0.00157415133435,-0.102494083345,0.000206278404221,0.0109105976298,0.000235109691857,437.976,470.594
4,960,406.679,409.244,385.792,451.014,0.0,0.0,396.269,550.0219999999999,372.816,469.408,401.469,474.508,401.432,513.543,396.247,427.574,419.701,427.568,0.0,0.0,1,427.551,409.331,448.484,453.592,0.0,0.0,422.322,552.746,448.51,474.407,427.555,477.104,424.9330000000001,518.807,438.015,427.6230000000001,0.8,1280,0.000397849828005,0.000988521496765,-0.098993934691,0.0022755288519,0.00905117951334,-0.0025574718602,479.654,466.6515
5,960,424.844,404.149,396.27,445.832,0.0,0.0,409.286,544.864,391.018,469.351,414.467,469.332,409.36,508.377,409.269,424.867,427.626,424.856,0.0,0.0,1,443.149,406.595,463.956,445.871,0.0,0.0,430.148,547.445,464.074,466.67800000000005,443.084,471.856,437.96,511.017,448.44,424.942,0.8,1280,0.000786611577496,0.00126753083896,-0.104957461357,0.0013331619557,0.00973482429981,-0.0019700715784,516.1745,449.7825
6,960,430.22,404.193,409.283,448.314,0.0,0.0,424.892,539.6569999999999,406.632,469.278,424.98,469.274,424.986,508.291,422.361,424.943,443.191,424.921,0.0,0.0,1,450.982,406.673,471.881,445.874,0.0,0.0,445.701,544.867,474.448,466.702,450.972,469.358,448.347,510.93,461.469,425.004,0.8,1280,0.00259614619426,0.00110422458965,-0.110770374537,-0.00178266398143,0.0116802342236,0.00273329182528,542.262,440.583
7,960,453.582,406.74300000000005,430.1,450.982,0.0,0.0,445.648,547.447,424.79,477.089,445.876,471.911,445.75,510.905,443.169,427.527,463.999,427.449,0.0,0.0,1,469.326,406.821,490.07,448.412,0.0,0.0,464.05300000000005,547.497,490.034,469.341,469.351,471.908,466.695,511.022,479.722,427.52,0.8,1280,0.00168654264417,-0.0014315965818199,-0.10673302412,3.70448833564e-05,0.00864580832422,-0.00124378886539,581.2835,443.1545
8,960,471.954,403.995,450.98,443.186,0.0,0.0,466.581,531.88,448.43,469.273,469.155,466.651,466.597,500.574,466.55,422.304,484.925,422.271,0.0,0.0,1,492.668,404.11300000000006,510.955,443.221,0.0,0.0,487.355,534.379,508.415,463.997,490.153,466.652,487.579,505.744,505.663,422.338,0.8,1280,0.00334544922225,-0.00037126702955,-0.107292972505,0.00320268212818,0.0122454063967,-0.000229773373576,602.1315,445.74300000000005
