frame_id,height,l_ear_x,l_ear_y,l_elbow_x,l_elbow_y,l_eye_x,l_eye_y,l_foot_x,l_foot_y,l_hand_x,l_hand_y,l_hip_x,l_hip_y,l_knee_x,l_knee_y,l_shoulder_x,l_shoulder_y,neck_x,neck_y,nose_x,nose_y,person_id,r_ear_x,r_ear_y,r_elbow_x,r_elbow_y,r_eye_x,r_eye_y,r_foot_x,r_foot_y,r_hand_x,r_hand_y,r_hip_x,r_hip_y,r_knee_x,r_knee_y,r_shoulder_x,r_shoulder_y,threshold,width,R_1,R_2,R_3,T_1,T_2,T_3,position_x,position_y
3,960,112.043,437.944,75.6055,482.253,0.0,0.0,104.277,589.092,91.1009,490.042,96.5055,508.292,106.866,547.498,93.8948,456.165,112.162,456.2480000000001,132.866,445.827,2,130.303,440.595,135.58,487.456,133.012,443.216,112.202,591.832,140.773,503.142,117.317,508.411,117.339,550.0319999999999,132.846,461.394,0.8,1280,-0.00217694137245,-0.00133200315759,-0.0177050512284,0.000451350759249,-0.00148694450036,-0.00124565931037,126.372,514.883
3,960,305.029,466.579,289.34,508.256,0.0,0.0,299.867,573.602,289.363,523.985,299.78,521.349,297.189,550.125,289.36,484.822,318.036,484.932,0.0,0.0,3,320.645,466.677,341.50300000000004,505.701,0.0,0.0,320.627,581.362,341.55800000000005,518.747,323.248,526.5880000000001,320.73900000000003,552.768,331.051,484.909,0.8,1280,-0.00217694137245,-0.00133200315759,-0.0177050512284,0.000451350759249,-0.00148694450036,-0.00124565931037,311.5195,514.9119999999999
3,960,1029.55,448.484,1027.16,487.551,1027.11,453.602,1011.54,557.852,1029.61,500.503,1032.5,508.323,1019.32,544.85,1029.75,466.666,1035.05,466.603,1029.53,456.17,4,1034.92,448.276,1055.76,487.431,0.0,0.0,1071.34,570.808,1053.26,503.075,1050.71,508.241,1053.1,536.999,1050.55,466.508,0.8,1280,-0.00217694137245,-0.00133200315759,-0.0177050512284,0.000451350759249,-0.00148694450036,-0.00124565931037,1025.785,505.6835
3,960,219.032,456.233,195.451,500.521,0.0,0.0,213.81,591.798,195.544,524.015,211.194,526.487,216.402,557.85,205.99,471.95,221.675,474.486,0.0,0.0,6,237.253,458.804,245.143,505.669,0.0,0.0,239.965,589.13,250.237,513.6419999999999,239.795,523.915,242.41,552.607,242.407,477.102,0.8,1280,-0.00217694137245,-0.00133200315759,-0.0177050512284,0.000451350759249,-0.00148694450036,-0.00124565931037,232.077,525.2850000000002
4,960,114.734,437.937,83.3819,482.245,0.0,0.0,119.881,589.121,93.7891,487.583,101.7,508.306,114.82,547.509,99.1217,453.624,117.309,456.237,135.654,445.908,2,133.031,443.094,146.024,487.49300000000005,135.55200000000002,445.633,112.141,591.822,153.779,505.6880000000001,122.487,508.444,119.948,550.026,135.484,461.388,0.8,1280,-0.00207562255673,-0.000324523600284,-0.0145130483434,0.00203772448003,-0.0030802185647199,-0.00207164557651,126.512,513.5360000000002
4,960,1021.95,451.108,1024.56,487.54,1014.15,458.815,1011.54,555.3,1024.49,492.793,1032.38,508.256,1021.91,536.997,1029.61,466.751,1032.33,466.698,1014.11,463.953,4,0.0,0.0,1050.55,487.547,0.0,0.0,1055.84,560.512,1050.58,505.631,1047.9,508.234,1047.99,534.485,1042.76,466.622,0.8,1280,-0.00207562255673,-0.000324523600284,-0.0145130483434,0.00203772448003,-0.0030802185647199,-0.00207164557651,1012.88,505.645
4,960,221.685,461.42,198.187,497.906,0.0,0.0,213.817,591.875,198.258,518.7909999999999,218.872,523.988,218.957,557.835,216.30900000000003,474.492,229.43400000000003,477.12,0.0,0.0,6,239.74,458.872,263.322,503.161,0.0,0.0,258.093,581.344,255.468,516.154,239.925,523.9169999999999,247.668,552.628,242.528,479.713,0.8,1280,-0.00207562255673,-0.000324523600284,-0.0145130483434,0.00203772448003,-0.0030802185647199,-0.00207164557651,247.573,523.9290000000002
5,960,114.781,443.198,91.214,487.329,0.0,0.0,112.097,591.631,93.8412,490.124,109.464,511.057,117.319,550.0930000000001,104.298,458.856,117.336,463.967,135.704,451.048,2,133.06799999999998,445.793,133.064,487.59,135.70600000000002,448.331,112.101,591.861,140.817,508.225,122.553,511.043,130.247,550.112,132.951,464.066,0.8,1280,-0.00352340633981,0.000550778175239,-0.049069147557,0.00558014633134,-0.00484569789842,-0.00507731316611,122.5515,510.8635
5,960,302.394,466.667,284.175,505.731,0.0,0.0,297.189,568.357,286.742,513.606,286.805,513.606,284.173,544.854,289.372,484.876,318.032,484.87,0.0,0.0,3,320.694,466.677,344.032,497.973,0.0,0.0,320.648,576.0740000000001,344.164,516.143,323.27,518.717,320.724,552.6030000000001,333.677,484.854,0.8,1280,-0.00352340633981,0.000550778175239,-0.049069147557,0.00558014633134,-0.00484569789842,-0.00507731316611,312.939,513.5174999999998
5,960,229.438,466.5,203.358,500.577,0.0,0.0,213.675,594.395,205.98,521.372,219.075,526.602,219.003,557.904,218.986,482.272,237.211,482.314,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,0.0,263.312,576.075,0.0,0.0,242.418,523.995,258.083,552.648,273.719,487.384,0.8,1280,-0.00352340633981,0.000550778175239,-0.049069147557,0.00558014633134,-0.00484569789842,-0.00507731316611,245.0315,516.1885
