,Unnamed: 0,Unnamed: 0_x,Unnamed: 0.1,H_1_1,H_1_2,H_1_3,H_2_1,H_2_2,H_2_3,H_3_1,H_3_2,H_3_3,H_forward_1_1,H_forward_1_2,H_forward_1_3,H_forward_2_1,H_forward_2_2,H_forward_2_3,H_forward_3_1,H_forward_3_2,H_forward_3_3,frame_id,head_3d_1,head_3d_2,head_3d_3,height,l_ear_3d_1,l_ear_3d_2,l_ear_3d_3,l_elbow_3d_1,l_elbow_3d_2,l_elbow_3d_3,l_eye_3d_1,l_eye_3d_2,l_eye_3d_3,l_foot_3d_1,l_foot_3d_2,l_foot_3d_3,l_hand_3d_1,l_hand_3d_2,l_hand_3d_3,l_hip_3d_1,l_hip_3d_2,l_hip_3d_3,l_knee_3d_1,l_knee_3d_2,l_knee_3d_3,l_shoulder_3d_1,l_shoulder_3d_2,l_shoulder_3d_3,neck_3d_1,neck_3d_2,neck_3d_3,person_id,pose_bb_1,pose_bb_2,pose_bb_3,pose_bb_4,r_ear_3d_1,r_ear_3d_2,r_ear_3d_3,r_elbow_3d_1,r_elbow_3d_2,r_elbow_3d_3,r_eye_3d_1,r_eye_3d_2,r_eye_3d_3,r_foot_3d_1,r_foot_3d_2,r_foot_3d_3,r_hand_3d_1,r_hand_3d_2,r_hand_3d_3,r_hip_3d_1,r_hip_3d_2,r_hip_3d_3,r_knee_3d_1,r_knee_3d_2,r_knee_3d_3,r_shoulder_3d_1,r_shoulder_3d_2,r_shoulder_3d_3,threshold,upper_bb_1,upper_bb_2,upper_bb_3,upper_bb_4,width,R_1,R_2,R_3,T_1,T_2,T_3,Unnamed: 0_y,position_x,position_y,next_frame_position_x,next_frame_position_y
0,1,3363,5579,1.000414426379696,0.0004540492660876,-1.6179122608963286,0.0001815051197948,0.998061328512589,0.4414166679391008,8.328721754685931e-07,-3.189481262799181e-06,1.0,0.9995872378430244,-0.0004495746254252,1.617442897674869,-0.0001814141564803,1.001943869505947,-0.4425682365273941,-8.331070144058627e-07,3.196055636362038e-06,1.0,3,1071.36,466.659,0.942342,960,1094.86,466.662,0.894777,1136.76,505.782,0.482718,1074.07,463.992,0.879459,1074.1,685.5889999999998,0.886732,1126.15,490.083,0.4386310000000001,1113.03,570.771,0.84864,1092.29,623.064,0.906364,1115.69,490.24,0.828274,1092.21,492.771,0.8414219999999999,1,1066.24,463.992,1136.76,685.5889999999998,0.0,0.0,0.0,0.0,0.0,0.0,1068.88,464.022,0.602057,1100.12,669.993,0.614391,0.0,0.0,0.0,1074.1,568.239,0.8550530000000001,1087.06,617.933,0.682488,1066.24,495.31,0.794446,0.8,1066.24,463.992,1136.76,570.771,1280,-0.00321682868525,0.000944180123042,-0.0428390689194,0.00130150315817,0.0001764846529109,-0.00261133955792,2859,1085.785,573.531,1075.3249999999996,572.1510000000002
1,5,3364,9125,1.0015685953278453,0.0033409125569651,-2.7792464424176035,-0.0009938439630031,0.9999465285770508,0.0948905665839962,3.49306186186099e-07,4.452956859729271e-07,1.0,0.9984305089999878,-0.0033370832484415,2.7752010978595965,0.0009923703330733,1.0000511281292477,-0.092137376443394,-3.491998514988364e-07,-4.441527892858142e-07,1.0,4,1063.62,471.871,0.826701,960,1092.22,469.199,0.886619,1134.04,518.785,0.566333,1071.36,469.186,0.8989090000000001,1071.51,690.802,0.938949,1115.72,505.663,0.566587,1102.69,571.014,0.8524280000000001,1087.06,630.825,0.8550399999999999,1110.58,497.905,0.826058,1087.1,503.076,0.822206,1,1060.98,469.181,1134.04,690.802,0.0,0.0,0.0,0.0,0.0,0.0,1060.98,469.181,0.557442,1097.52,672.544,0.585454,0.0,0.0,0.0,1071.49,570.955,0.937837,1084.5,625.7040000000002,0.717234,1060.98,503.119,0.8199489999999999,0.8,1060.98,469.181,1134.04,571.014,1280,-0.00301412586123,0.0006448355270549,-0.0325833782554,0.00179687328637,-0.00116158858873,-0.00426661735401,2864,1075.3249999999996,572.1510000000002,978.8745,522.7104999999998
2,17,3368,5846,0.9966520419735752,-0.0086686318206554,2.3171161764595496,0.0022322921165881,0.9878840934232463,4.9059293275008,2.9025338430264382e-06,-1.4377719609716851e-05,1.0,1.0034111244281811,0.0087704160251077,-2.3680471892439634,-0.0022527537978591,1.0122377767056618,-4.960747102877913,-2.9448242095773506e-06,1.4528214502506884e-05,1.0,8,1055.86,466.72,0.902431,960,1089.66,466.636,0.8735930000000001,1126.15,534.451,0.566475,1068.77,463.986,0.8655459999999999,1081.84,690.819,0.7751359999999999,1115.67,510.9,0.57102,1094.83,573.4159999999998,0.894539,1087.08,630.784,0.8419719999999999,1105.35,497.96,0.776466,1074.18,500.569,0.853334,1,1011.39,463.986,1126.15,690.819,1011.52,479.691,0.462365,1029.67,534.482,1.09744,1053.33,464.036,0.7038979999999999,1076.68,675.117,0.644899,1011.39,570.79,0.665086,1055.82,570.886,0.82868,1050.71,628.239,0.937815,1042.75,503.099,1.13159,0.8,1011.39,463.986,1126.15,573.4159999999998,1280,-0.00464612152427,0.00413740612566,-0.0552238151430999,0.0022496052552,-0.00626670802012,-0.00760355917737,2873,978.8745,522.7104999999998,960.646,510.961
3,20,3369,587,0.9934184987688652,-0.0030409450783669,3.658760876338885,-0.000658221095194,0.99245869802231,3.071024971206332,-2.923691457637904e-06,-5.372967453947316e-06,1.0,1.0066438840837697,0.0030644188975063,-3.692480166447991,0.0006585110214354,1.0076115007720854,-3.096809414507628,2.946654283065396e-06,5.42282321522469e-06,1.0,9,1053.09,466.487,0.918523,960,1074.2,464.024,0.822183,1126.2,534.455,0.792674,1055.85,458.757,0.8526040000000001,1079.23,685.6389999999999,0.7944760000000001,1131.3,573.44,0.6352260000000001,1089.72,570.95,0.903086,1076.69,628.2180000000002,0.908394,1097.6,497.9,0.885884,1071.5,497.884,0.891589,1,1008.93,458.757,1131.3,685.6389999999999,1008.93,471.89,0.502552,1024.51,534.4069999999998,1.08574,1050.58,458.853,0.64198,1063.62,669.925,0.8417190000000001,1008.98,565.624,0.6672140000000001,1050.55,568.352,0.8244819999999999,1034.99,615.246,0.904071,1032.35,500.4980000000001,1.15131,0.8,1008.93,458.757,1131.3,573.44,1280,-0.00274281552993,0.00432417774573,-0.0633461624384,0.00163074629381,-0.0112877320498,-0.0068536484613999,2857,960.646,510.961,925.404,491.4545
4,23,3370,6755,0.9807813045051764,-0.0089425916594106,10.051048127954171,-0.0030567131004254,0.9785002788733296,8.695685692537799,-9.946351704222948e-06,-1.4673469364088276e-05,1.0,1.01975729177232,0.009164745514846,-10.329323364884988,0.0030950541956852,1.0221053979059316,-8.91901582351572,1.0188279859833973e-05,1.5088988025212305e-05,1.0,10,1045.34,461.371,0.8384860000000001,960,1068.88,456.175,0.790142,1118.38,531.818,0.7337859999999999,1050.59,451.044,0.906585,1074.05,677.916,0.843675,1113.13,516.169,0.44232,1074.11,570.7919999999998,0.8500479999999999,1074.02,623.075,0.948009,1089.71,490.187,0.8611260000000001,1063.6,490.155,0.847083,1,1006.26,451.044,1118.38,677.916,1006.26,469.326,0.60628,1024.5,529.106,0.989336,1037.6,456.17800000000005,0.68904,0.0,0.0,0.0,1014.08,550.095,0.432905,0.0,0.0,0.0,0.0,0.0,0.0,1024.51,492.67800000000005,1.18177,0.8,1006.26,451.044,1118.38,570.7919999999998,1280,-0.00358664989471,0.00400054454803,-0.0634076371789,0.00184035359416,-0.0161838643252999,-0.00568818068132,2866,925.404,491.4545,881.1205,480.9325
5,26,3371,210,0.9760256752733356,-0.0102372634184001,12.315714378173777,-0.0059374817259752,0.9760361075072632,11.127478965250932,-1.1421472385769491e-05,-1.89038499058846e-05,1.0,1.0248494128934569,0.0105025258575563,-12.738619285396863,0.0060996628890642,1.0247653032003397,-11.478176061625636,1.1820596380666063e-05,1.949196378952045e-05,1.0,11,1032.33,453.586,0.861949,960,1053.32,451.101,0.807999,1110.58,534.376,0.956663,1037.56,448.396,0.851167,1071.31,675.2189999999998,0.8503370000000001,1097.6,565.689,0.884295,1073.99,565.719,0.770079,1073.98,617.8240000000002,0.9004459999999999,1079.25,490.101,0.910169,1050.69,487.59,0.982644,1,998.452,448.396,1110.58,675.2189999999998,998.452,466.602,0.591102,1011.6,523.952,0.985813,1029.81,450.947,0.714918,0.0,0.0,0.0,1008.93,549.947,0.7891739999999999,0.0,0.0,0.0,0.0,0.0,0.0,1016.68,487.541,1.26107,0.8,998.452,448.396,1110.58,565.719,1280,-0.00246571120806,0.00456224801019,-0.073949508369,-0.000226286414545,-0.0177415348589,-0.00155350053683,2871,881.1205,480.9325,838.1195,486.149
6,29,3372,1728,0.9644803343400676,-0.0333877485281222,20.915702992992586,-0.0033935166034278,0.946075620726777,25.010913168267223,-8.214906487694049e-06,-5.1367768602221695e-05,1.0,1.0383647047535602,0.0354174068793221,-22.603949451135808,0.0034943017859848,1.057317548709131,-26.51756318037277,8.709563435241338e-06,5.460299386670916e-05,1.0,12,1021.96,443.193,0.88718,960,1050.54,445.665,0.8421360000000001,1094.87,518.748,0.886915,1029.7,435.372,0.8822979999999999,1063.64,656.952,0.8925799999999999,1092.24,549.986,0.8848020000000001,1058.45,550.0219999999998,0.880117,1063.62,599.5930000000002,0.931539,1071.41,474.503,0.932089,1045.34,471.919,0.847434,1,990.592,435.372,1094.87,656.952,990.592,448.55,0.47042,1008.9,508.429,0.590218,1016.73,443.068,0.622905,0.0,0.0,0.0,1003.66,529.229,0.228485,0.0,0.0,0.0,0.0,0.0,0.0,1011.45,471.922,1.19635,0.8,990.592,435.372,1094.87,550.0219999999998,1280,-0.00126878463197,0.00286469398998,-0.0686111822724,-0.00420154677704,-0.0191308371723,0.00471336394548,2862,838.1195,486.149,791.1745000000002,499.2105
7,31,3373,13278,0.9782813957547336,-0.035079197716701,14.71847898226658,0.003771322032361,0.9461904334744176,24.82903324005115,5.167644986055338e-06,-5.508596327731641e-05,1.0,1.0235320933984502,0.0370160112592064,-15.983907378329349,-0.0039351063579797,1.0566365132186069,-26.17734432913363,-5.5060196148452335e-06,5.801455455964442e-05,1.0,13,1019.33,427.642,0.8928649999999999,960,1047.87,430.114,0.850866,1094.88,508.291,0.8923469999999999,1029.65,424.997,0.964197,1055.91,651.6469999999998,0.774504,1081.87,534.447,0.881459,1050.62,537.0369999999998,0.749202,1053.23,591.861,0.883677,1063.6,466.586,0.8562200000000001,1032.36,466.533,0.8766959999999999,1,990.694,424.997,1094.88,651.6469999999998,990.694,443.128,0.420599,998.476,490.1,0.514604,1016.72,427.439,0.739112,0.0,0.0,0.0,993.27,505.74,0.158027,0.0,0.0,0.0,0.0,0.0,0.0,1006.31,464.011,1.27625,0.8,990.694,424.997,1094.88,537.0369999999998,1280,-0.00100055977236,0.000360950012691,-0.0443617329001,-0.00524626439437,-0.0179927535355,0.00805455539376,2858,791.1745000000002,499.2105,745.6030000000002,520.0415
8,33,3374,2659,0.9651252049521976,0.0089518594812698,14.2526328363164,-0.0177970459755631,0.9854093273422088,9.144222268503777,-2.847158915401573e-05,6.555793694088907e-06,1.0,1.0358984306871022,-0.0093128648616571,-14.67912108204809,0.0184363390851107,1.0150633555352857,-9.54473131145384,2.937280968829657e-05,-6.919698007506925e-06,1.0,14,1001.04,440.573,0.8759309999999999,960,1027.06,440.511,0.816055,1071.43,510.946,0.793381,1008.76,432.73800000000006,0.897208,1050.49,654.251,0.81615,1055.85,544.823,0.701496,1032.34,547.401,0.781664,1032.49,597.0740000000002,0.82485,1042.75,469.361,0.8334879999999999,1016.67,469.33,0.858655,1,969.867,432.73800000000006,1071.43,654.251,969.867,445.907,0.442288,990.529,505.771,0.5475140000000001,998.442,437.99300000000005,0.586016,0.0,0.0,0.0,987.924,526.477,0.182697,0.0,0.0,0.0,0.0,0.0,0.0,990.636,469.212,1.28099,0.8,969.867,432.73800000000006,1071.43,547.401,1280,0.000367334170733,0.000406130828196,-0.0670535042882,-0.00211736094207,-0.016503887251,0.00390540179797,2868,745.6030000000002,520.0415,698.6160000000001,512.2455
9,35,3375,8830,0.9688234570084828,-0.0055928776960092,13.2359537654181,-0.0123874987614795,0.9695253385303914,17.995712551939675,-1.4964773893729632e-05,-2.107688611198121e-05,1.0,1.0326597708103469,0.0056577273103137,-13.770051816226667,0.0129022731865908,1.031719529954825,-18.73730198665585,1.5725459721866948e-05,2.1830101642315867e-05,1.0,15,988.122,427.653,0.946928,960,1011.52,432.759,0.873811,1053.17,508.257,0.784778,993.302,427.434,0.917514,1029.75,654.298,0.7048939999999999,1050.6,531.82,0.571934,1014.12,547.36,0.6956180000000001,1024.52,596.974,0.7086979999999999,1032.3,469.154,0.90788,1006.18,469.14,0.8819100000000001,1,967.243,427.434,1053.17,654.298,969.783,445.882,0.19271,967.243,492.722,0.332199,988.134,427.48800000000006,0.6918850000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,977.596,466.604,1.14791,0.8,967.243,427.434,1053.17,547.36,1280,-0.0007406571530739,0.00107155856676,-0.0697371289133999,-0.00103114848025,-0.0192360635847,0.00126759440172,2861,698.6160000000001,512.2455,637.384,507.071
