frame_id,height,l_ear_x,l_ear_y,l_elbow_x,l_elbow_y,l_eye_x,l_eye_y,l_foot_x,l_foot_y,l_hand_x,l_hand_y,l_hip_x,l_hip_y,l_knee_x,l_knee_y,l_shoulder_x,l_shoulder_y,neck_x,neck_y,nose_x,nose_y,person_id,r_ear_x,r_ear_y,r_elbow_x,r_elbow_y,r_eye_x,r_eye_y,r_foot_x,r_foot_y,r_hand_x,r_hand_y,r_hip_x,r_hip_y,r_knee_x,r_knee_y,r_shoulder_x,r_shoulder_y,threshold,width,R_1,R_2,R_3,T_1,T_2,T_3,position_x,position_y
3,960,156.344,427.564,234.614,557.932,132.939,417.104,148.631,844.638,250.237,615.194,174.56900000000002,636.2090000000001,156.346,740.307,195.508,490.241,132.82399999999998,492.795,114.786,427.579,0,88.6467,430.209,33.9068,571.016,101.692,422.2480000000001,187.662,758.581,6.44597,633.437,96.4902,643.961,93.839,740.38,65.1991,500.48800000000006,0.8,1280,0.00230098608881,-0.00186346680857,-0.055985763669,0.00480739958584,0.00474577164277,-0.000583536631893,88.67745,660.821
3,960,302.377,448.432,278.947,495.364,0.0,0.0,299.813,583.953,278.925,511.06,294.539,516.169,297.21,549.969,286.8,469.282,307.579,469.138,0.0,0.0,1,320.551,448.398,336.32,490.108,0.0,0.0,318.061,573.529,328.504,513.594,320.59,513.553,320.686,547.472,325.833,466.706,0.8,1280,0.00230098608881,-0.00186346680857,-0.055985763669,0.00480739958584,0.00474577164277,-0.000583536631893,316.7820000000001,516.1775
4,960,140.75799999999998,425.033,218.936,565.6419999999999,114.608,409.309,156.308,844.6210000000001,221.557,630.822,161.59799999999998,654.22,156.41,758.618,177.4,490.018,114.69,492.668,96.4043,424.962,0,70.2605,427.672,23.4527,573.528,83.4325,411.942,151.188,784.6560000000001,6.44535,636.14,88.5954,656.8810000000001,67.7681,761.1560000000001,49.4515,497.958,0.8,1280,0.00512033235282,-4.54668697785e-05,-0.0822451561688999,0.00544615276158,0.00956639647484,-0.00268594268709,80.8131,675.212
4,960,312.803,448.342,281.558,492.767,0.0,0.0,302.47900000000004,589.128,276.366,510.881,299.716,513.646,302.381,550.102,297.212,469.261,315.402,466.651,0.0,0.0,1,325.93,448.302,338.915,487.469,0.0,0.0,320.697,583.929,336.275,513.547,320.677,511.04,323.254,549.932,331.085,466.634,0.8,1280,0.00512033235282,-4.54668697785e-05,-0.0822451561688999,0.00544615276158,0.00956639647484,-0.00268594268709,333.7530000000001,505.705
5,960,125.104,422.371,198.124,555.315,91.3425,406.789,156.424,844.7330000000001,195.462,633.44,143.362,659.605,156.313,758.694,172.082,490.03,99.0168,490.197,73.1088,424.935,0,49.414,427.6830000000001,6.45356,581.306,62.5622,411.919,117.273,823.8810000000001,6.445209999999999,638.694,59.9271,667.34,31.2373,779.385,28.7035,495.275,0.8,1280,0.00411138869822,0.000322245788993,-0.0907987356186,0.0046304455027,0.00966989155859,-0.00678817741573,74.26305,686.898
5,960,320.54200000000003,445.921,0.0,0.0,0.0,0.0,302.373,591.679,0.0,0.0,299.752,523.976,302.338,555.268,302.42400000000004,471.893,323.268,466.583,0.0,0.0,1,336.26,445.82,344.038,484.93,0.0,0.0,338.827,573.634,341.458,508.374,325.85400000000004,513.607,331.091,547.486,338.946,464.007,0.8,1280,0.00411138869822,0.000322245788993,-0.0907987356186,0.0046304455027,0.00966989155859,-0.00678817741573,371.446,487.4500000000001
6,960,101.688,414.527,179.84099999999998,557.881,67.7681,404.191,161.641,844.557,156.392,636.114,133.018,654.268,151.222,743.038,153.826,487.576,83.3917,490.146,49.4988,424.771,0,0.0,0.0,6.465380000000001,589.169,31.3589,409.264,65.1504,886.385,6.46379,602.174,44.3369,664.789,6.44607,779.49,6.43583,495.335,0.8,1280,0.0050421259366,-0.00134874158539,-0.0856162458658,0.0067647290416099,0.0100875152275,-0.00311784609221,58.615035,686.9475
6,960,320.72,448.306,291.97700000000003,495.31,0.0,0.0,302.421,591.744,284.254,521.42,302.497,521.351,305.007,552.768,305.095,469.292,325.907,466.597,0.0,0.0,1,338.936,445.764,346.80800000000005,487.432,0.0,0.0,341.594,563.081,344.077,503.08,331.06699999999995,511.004,338.846,544.794,344.06,464.009,0.8,1280,0.0050421259366,-0.00134874158539,-0.0856162458658,0.0067647290416099,0.0100875152275,-0.00311784609221,396.343,475.7695
7,960,331.10400000000004,443.14,305.041,482.244,0.0,0.0,320.543,576.141,305.045,503.168,318.061,508.274,318.065,542.256,320.713,461.376,338.93,453.68,0.0,0.0,1,344.151,440.601,364.913,469.327,0.0,0.0,351.922,552.644,362.223,487.536,341.51800000000003,503.156,344.098,531.757,354.56,458.768,0.8,1280,0.00451589329168,0.000945529493038,-0.095010176301,0.00501008378342,0.00998080149293,-0.00396641762927,423.642,452.326
8,960,341.396,435.41,320.498,482.233,0.0,0.0,323.309,576.08,320.506,505.729,323.305,508.254,325.829,542.211,325.841,453.612,344.079,453.581,0.0,0.0,1,354.54900000000004,440.516,364.894,484.804,0.0,0.0,341.577,570.857,362.409,505.716,344.201,505.781,344.225,542.27,362.252,456.1880000000001,0.8,1280,0.00460197683424,4.00364388042e-06,-0.0894981101155,0.00220052828081,0.0121465111151,0.0001000298507279,448.4005,439.265
