frame_id,height,l_ear_x,l_ear_y,l_elbow_x,l_elbow_y,l_eye_x,l_eye_y,l_foot_x,l_foot_y,l_hand_x,l_hand_y,l_hip_x,l_hip_y,l_knee_x,l_knee_y,l_shoulder_x,l_shoulder_y,neck_x,neck_y,nose_x,nose_y,person_id,r_ear_x,r_ear_y,r_elbow_x,r_elbow_y,r_eye_x,r_eye_y,r_foot_x,r_foot_y,r_hand_x,r_hand_y,r_hip_x,r_hip_y,r_knee_x,r_knee_y,r_shoulder_x,r_shoulder_y,threshold,width,R_1,R_2,R_3,T_1,T_2,T_3,position_x,position_y
4,960,453.581,422.333,445.802,479.649,0.0,0.0,466.744,612.526,437.926,497.921,466.586,510.968,474.41,568.328,451.035,448.424,469.353,448.291,0.0,0.0,0,474.462,422.26,495.355,484.793,0.0,0.0,469.1830000000001,609.947,495.35,503.115,487.526,508.447,484.89,568.278,490.09,448.289,0.8,1280,0.00299118179828,0.0017410118598499,-0.0850463882089,0.00276351138018,0.0044036684557799,-0.0020875481423,488.7385,470.593
7,960,466.65,383.32,463.94,445.862,0.0,0.0,490.02,568.284,458.832,469.391,471.821,474.486,484.891,524.015,466.67,409.36300000000006,487.448,406.775,0.0,0.0,0,490.012,383.099,511.045,445.77,0.0,0.0,505.653,568.309,511.114,469.261,505.656,469.266,505.8,523.922,508.271,406.758,0.8,1280,0.00489082327113,0.00236211786978,-0.100952014327,-0.00482255965471,0.00634145596996,0.0056088161654799,496.6405,453.571
10,960,469.315,383.286,466.685,443.168,0.0,0.0,487.443,570.8530000000001,474.446,450.962,479.6830000000001,469.325,484.909,523.98,466.713,409.231,487.522,406.649,0.0,0.0,0,490.165,383.214,513.577,443.163,0.0,0.0,523.9159999999999,550.069,516.205,464.051,508.241,466.694,510.891,510.949,508.357,406.64,0.8,1280,0.00256594084203,0.00232867803425,-0.100207753479,0.00171392224729,-0.0037878556177,0.0007048353436399,479.81,444.447
80,960,669.937,401.386,0.0,0.0,654.315,403.996,610.047,531.755,0.0,0.0,617.806,458.772,612.7090000000001,492.674,0.0,0.0,638.74,419.668,654.254,404.096,47,657.025,398.894,651.693,448.37,0.0,0.0,630.8969999999999,531.763,654.34,484.856,636.028,461.409,633.573,492.74,654.356,422.249,0.8,1280,0.00277694221586,-0.0006994392024349,-0.104694396257,-0.00225369213149,0.000498997513205,0.00585904158652,729.8815,506.983
81,960,662.171,385.9330000000001,620.4490000000001,427.52,0.0,0.0,615.269,523.975,617.847,445.742,630.819,448.288,620.44,487.404,641.337,409.262,654.312,409.26,0.0,0.0,47,0.0,0.0,719.6030000000001,458.804,0.0,0.0,638.6709999999999,526.516,719.6189999999999,482.24,643.929,448.443,643.903,487.537,716.9060000000001,419.672,0.8,1280,0.000781359674875,0.000144908059156,-0.104067154229,0.00221788138151,-0.00256216339767,0.00159143237397,740.3824999999998,512.2845
82,960,662.171,388.549,620.44,427.659,0.0,0.0,620.521,526.5219999999999,617.87,445.741,633.5459999999999,451.094,636.071,490.055,636.214,411.861,654.251,409.388,0.0,0.0,47,659.543,388.534,662.1419999999999,440.527,0.0,0.0,641.335,526.59,677.709,484.801,654.226,456.184,651.795,490.127,659.613,414.486,0.8,1280,-0.000449787214166,0.00240505160764,-0.0895979106426,0.00136052130256,-0.00735858827829,-0.00464258948341,728.6,512.2845
83,960,0.0,0.0,633.43,430.181,0.0,0.0,623.091,529.177,628.304,448.418,636.148,450.995,641.273,490.047,638.67,409.249,654.262,409.245,662.191,403.965,47,659.563,388.54,669.9680000000001,435.36300000000006,669.945,390.9980000000001,654.297,529.269,675.038,477.027,654.368,453.599,654.476,490.212,659.57,409.302,0.8,1280,0.000997684546746,0.00189707113896,-0.0926787033677,0.000217329259613,-0.00484695611522,-0.00349823432043,716.8705,517.4995
84,960,0.0,0.0,641.36,424.974,0.0,0.0,654.3340000000001,523.965,643.98,445.719,654.217,445.775,656.9989999999999,487.424,659.5169999999999,404.075,662.148,403.997,677.908,385.931,47,677.7239999999999,383.288,675.316,427.53,677.868,385.711,656.992,529.111,680.388,461.44,662.1460000000001,445.779,664.765,487.379,675.207,404.06,0.8,1280,0.00265799392946,0.00299299112521,-0.0881578698753999,-0.00561833428219,-0.000933992327191,0.00579866394401,735.1610000000002,509.6535
85,960,0.0,0.0,656.8939999999999,422.272,0.0,0.0,656.995,518.734,656.927,435.41,657.02,437.991,667.3839999999999,479.71,659.543,396.212,675.0939999999999,393.698,685.6519999999999,383.097,47,680.3580000000001,377.98800000000006,685.674,419.76,685.5980000000001,375.369,675.068,521.371,695.9889999999999,461.322,675.184,443.102,677.682,479.713,680.372,393.693,0.8,1280,0.0016149154398599,-2.62978664978e-05,-0.0786409676075,-0.00524526229128,-0.00142107915599,0.00419118255377,741.7275,514.8505
86,960,677.8960000000001,380.506,662.1610000000001,422.361,0.0,0.0,675.187,524.033,0.0,0.0,667.357,445.693,675.1289999999999,487.426,667.426,401.412,677.8919999999999,401.432,0.0,0.0,47,688.2739999999999,380.51,695.98,427.466,0.0,0.0,680.432,524.045,698.648,466.63,680.3860000000001,445.679,677.91,484.854,693.466,401.49,0.8,1280,0.000117429197417,-0.0022293056827,-0.0813596099615,0.00284281186759,-0.000218170287553,0.00494732242078,754.6610000000002,527.8
87,960,0.0,0.0,662.2389999999999,427.6830000000001,0.0,0.0,672.554,531.9209999999999,659.64,448.531,659.6510000000001,448.434,667.39,490.147,662.2280000000001,406.734,675.2819999999999,406.711,693.466,388.465,47,680.485,385.927,693.378,430.163,693.372,385.906,675.232,531.896,698.553,466.601,677.7489999999999,451.047,675.2869999999999,490.203,680.51,406.696,0.8,1280,-0.000197799803573,0.000607228139415,-0.0748984664679,0.00374770234339,-4.7362595069e-05,-0.00247253291309,759.9285,514.8699999999999
88,960,677.943,396.263,659.625,443.12,0.0,0.0,659.5319999999999,547.4119999999999,657.002,453.6230000000001,659.502,463.963,664.743,505.736,659.6160000000001,419.708,675.2189999999999,419.686,695.98,403.948,47,680.3960000000001,398.837,695.9010000000001,445.755,693.434,401.345,675.133,547.461,698.562,477.075,677.693,466.596,675.268,505.789,683.074,419.735,0.8,1280,-0.00138630322181,0.000895723584108,-0.0659083276987,0.00184372952208,-0.00277319503948,-0.00299320719205,759.987,514.8744999999999
89,960,680.4010000000001,406.703,0.0,0.0,0.0,0.0,662.206,555.352,0.0,0.0,657.0930000000001,471.92800000000005,659.635,513.575,659.5210000000001,427.487,675.1010000000001,427.495,685.638,406.769,47,677.8489999999999,406.641,688.2189999999999,453.61,683.045,404.173,675.153,555.308,688.225,471.851,675.275,479.63,675.177,513.636,680.4169999999999,427.491,0.8,1280,0.00259348633699,0.00450762081891,-0.0863238349557,-0.00466787582263,-0.00510916858912,0.0050512645393599,755.9760000000001,509.61300000000006
90,960,0.0,0.0,659.6189999999999,445.684,703.834,406.755,664.773,547.434,0.0,0.0,659.5880000000001,466.567,664.7669999999999,508.278,659.54,414.508,675.1519999999999,417.081,693.4830000000001,404.016,47,677.8330000000001,396.29,682.9939999999999,445.677,693.3380000000001,401.386,680.3939999999999,547.4730000000001,0.0,0.0,680.3789999999999,466.731,680.41,508.315,680.44,417.153,0.8,1280,0.00503957271576,0.00245836097747,-0.1145806834099999,-0.00540551589802,-0.005005647894,0.00587859516963,752.0980000000001,512.245
3,960,448.543,417.159,437.987,469.252,0.0,0.0,466.573,612.691,424.98,495.293,458.801,508.457,469.336,568.289,448.432,445.804,469.14,445.7480000000001,0.0,0.0,0,469.42800000000005,414.552,492.727,482.259,0.0,0.0,453.649,615.275,492.664,503.12,482.239,508.393,471.929,568.328,487.517,445.788,0.8,1280,0.00152219738811,0.0001110936646,-0.0869757831096999,0.0048713022843,0.00469010323286,-0.00462331995368,478.297,491.393
