frame_id,height,l_ear_x,l_ear_y,l_elbow_x,l_elbow_y,l_eye_x,l_eye_y,l_foot_x,l_foot_y,l_hand_x,l_hand_y,l_hip_x,l_hip_y,l_knee_x,l_knee_y,l_shoulder_x,l_shoulder_y,neck_x,neck_y,nose_x,nose_y,person_id,r_ear_x,r_ear_y,r_elbow_x,r_elbow_y,r_eye_x,r_eye_y,r_foot_x,r_foot_y,r_hand_x,r_hand_y,r_hip_x,r_hip_y,r_knee_x,r_knee_y,r_shoulder_x,r_shoulder_y,threshold,width,R_1,R_2,R_3,T_1,T_2,T_3,position_x,position_y
13,960,531.894,469.201,529.061,510.884,0.0,0.0,526.595,612.599,531.779,529.299,529.276,534.4259999999999,529.087,573.437,531.689,487.596,544.888,489.989,0.0,0.0,0,550.128,469.252,563.066,510.996,0.0,0.0,531.957,612.689,555.278,534.378,549.947,536.979,542.221,573.648,552.736,490.041,0.8,1280,-6.59406141494e-05,-0.00369961559772,-0.0912356898188999,0.00291051436216,-0.00411507114768,-0.000948344473727,441.9405,490.0805
13,960,844.543,479.681,865.6089999999999,513.651,842.155,469.397,821.188,633.545,860.23,505.694,841.9060000000001,552.586,842.02,594.395,844.7860000000001,492.759,828.9760000000001,492.774,841.971,474.514,1,823.878,471.809,802.967,521.403,839.34,469.385,813.31,633.558,826.4789999999999,513.554,818.5260000000001,550.124,815.967,594.3380000000001,813.38,492.771,0.8,1280,-6.59406141494e-05,-0.00369961559772,-0.0912356898188999,0.00291051436216,-0.00411507114768,-0.000948344473727,830.284,510.9945
16,960,508.44,445.67,503.093,487.367,0.0,0.0,505.67800000000005,570.878,508.329,503.137,510.829,505.786,508.318,534.456,505.776,464.028,516.179,464.002,0.0,0.0,0,526.5840000000001,445.6830000000001,534.5219999999999,487.424,0.0,0.0,513.612,570.998,537.101,505.755,529.058,505.791,526.504,539.594,531.682,464.011,0.8,1280,0.00440587196499,-0.000812430866063,-0.0993732362986,0.00145569315646,0.0101598165929,0.00179373414721,458.7875,479.649
16,960,0.0,0.0,852.467,490.22,836.789,451.071,823.763,628.271,842.113,487.407,823.779,531.807,823.918,581.2909999999999,836.821,469.347,821.047,469.323,831.5930000000001,458.822,1,821.058,451.009,787.297,495.282,826.4730000000001,451.021,787.2860000000001,612.697,815.9760000000001,492.67,800.443,531.72,800.172,576.115,800.363,469.314,0.8,1280,0.00440587196499,-0.000812430866063,-0.0993732362986,0.00145569315646,0.0101598165929,0.00179373414721,900.7185,508.3495
16,960,719.403,458.767,722.13,495.295,716.8380000000001,453.608,698.6310000000001,573.557,719.493,508.271,711.6560000000001,510.956,696.063,547.442,719.449,471.908,711.675,469.367,714.3380000000001,458.798,7,698.7610000000001,453.616,672.586,490.157,714.191,451.11,685.625,576.178,659.6080000000001,508.371,693.446,510.911,688.243,544.88,696.034,469.379,0.8,1280,0.00440587196499,-0.000812430866063,-0.0993732362986,0.00145569315646,0.0101598165929,0.00179373414721,728.6030000000002,480.924
20,960,487.328,406.624,471.93,445.713,0.0,0.0,487.4380000000001,534.503,482.247,464.048,487.442,466.611,487.528,503.132,482.23,424.921,490.12,424.885,0.0,0.0,0,495.278,406.644,510.979,445.663,0.0,0.0,490.235,534.497,511.036,463.957,503.106,466.528,495.375,503.177,503.17,424.918,0.8,1280,8.51732474985e-05,0.000587854650803,-0.115205951035,0.00670792721212,-0.000696512463037,0.000860099797137,460.1935,490.1935
20,960,0.0,0.0,860.2230000000001,451.007,842.079,419.711,818.4939999999999,591.826,857.622,445.676,823.7310000000001,503.11,823.682,549.927,839.324,435.384,821.0930000000001,435.315,841.9119999999999,422.372,1,821.2669999999999,411.96,789.8960000000001,464.061,839.321,414.5,779.4119999999999,573.564,821.227,451.101,800.319,495.361,787.27,544.852,800.443,430.216,0.8,1280,8.51732474985e-05,0.000587854650803,-0.115205951035,0.00670792721212,-0.000696512463037,0.000860099797137,1071.4250000000004,569.6030000000002
20,960,714.312,419.758,724.715,453.598,706.482,417.09,701.26,529.252,722.09,469.213,714.227,469.353,711.696,497.95,716.945,432.788,698.65,432.734,701.2360000000001,422.306,7,690.8489999999999,419.756,677.7669999999999,451.073,698.6510000000001,417.104,677.785,531.876,677.7760000000001,469.309,688.178,469.353,680.4069999999999,503.133,688.191,435.342,0.8,1280,8.51732474985e-05,0.000587854650803,-0.115205951035,0.00670792721212,-0.000696512463037,0.000860099797137,771.678,518.7585
21,960,479.662,406.527,469.302,445.719,0.0,0.0,482.331,531.939,477.034,464.042,484.789,466.585,484.929,500.576,474.437,424.931,487.569,424.847,0.0,0.0,0,490.219,406.596,510.835,443.198,0.0,0.0,490.168,537.036,510.883,466.502,495.338,466.52,492.716,503.1230000000001,497.968,424.845,0.8,1280,0.00145792448893,0.000486844917759,-0.103719629347,0.00373849202879,0.00437114667147,0.00228416430764,456.177,488.7575
21,960,0.0,0.0,865.525,445.872,844.6389999999999,406.665,821.1060000000001,591.769,860.301,440.492,829.059,490.242,826.3760000000001,542.2719999999999,842.1389999999999,427.499,823.803,427.49300000000005,844.605,406.83,1,823.8939999999999,406.703,797.682,451.105,842.002,406.632,779.555,573.437,821.192,451.086,805.5989999999999,490.078,800.296,534.387,805.5039999999999,427.499,0.8,1280,0.00145792448893,0.000486844917759,-0.103719629347,0.00373849202879,0.00437114667147,0.00228416430764,1123.595,573.5375
