frame_id,height,l_ear_x,l_ear_y,l_elbow_x,l_elbow_y,l_eye_x,l_eye_y,l_foot_x,l_foot_y,l_hand_x,l_hand_y,l_hip_x,l_hip_y,l_knee_x,l_knee_y,l_shoulder_x,l_shoulder_y,neck_x,neck_y,nose_x,nose_y,person_id,r_ear_x,r_ear_y,r_elbow_x,r_elbow_y,r_eye_x,r_eye_y,r_foot_x,r_foot_y,r_hand_x,r_hand_y,r_hip_x,r_hip_y,r_knee_x,r_knee_y,r_shoulder_x,r_shoulder_y,threshold,width,R_1,R_2,R_3,T_1,T_2,T_3,position_x,position_y
3,960,179.92,406.649,125.106,550.003,0.0,0.0,156.452,847.328,0.0,0.0,138.219,620.494,161.644,735.1519999999999,138.191,469.241,195.447,471.851,0.0,0.0,0,250.269,424.98,258.188,552.665,0.0,0.0,195.61,813.395,278.806,633.419,213.746,617.894,257.987,695.965,242.522,474.5,0.8,1280,9.62182894e-05,0.000310243223794,-0.0669402554631,0.00245211925358,0.00153184356168,-0.00252099591307,189.0565,608.712
4,960,182.547,396.279,130.368,534.467,0.0,0.0,148.63299999999998,844.779,0.0,0.0,145.96200000000002,610.01,153.921,729.919,146.02,458.835,198.033,464.039,0.0,0.0,0,257.997,417.055,258.127,544.888,0.0,0.0,226.828,787.289,271.12,617.913,218.909,610.008,258.178,677.7710000000001,250.256,466.598,0.8,1280,0.00098366884049,0.000375665869797,-0.0657659024,0.0006670999573539,0.000732037529815,0.000149754734593,198.106,602.207
5,960,185.14,393.606,132.92600000000002,537.066,0.0,0.0,138.165,849.905,130.29,599.615,151.18200000000002,612.576,151.188,735.143,145.997,456.26,198.061,461.429,0.0,0.0,0,258.093,409.333,258.108,542.231,0.0,0.0,260.652,771.6389999999999,265.888,615.375,221.543,609.965,260.653,669.929,252.814,464.034,0.8,1280,0.000227381882723,1.08718122647e-05,-0.0599637553096,-0.000493275409099,-0.000766290235333,0.000852415105328,204.6155,591.7755
6,960,195.412,388.525,132.989,537.013,0.0,0.0,132.858,855.0310000000001,130.392,594.44,153.875,610.016,143.38299999999998,732.5039999999999,151.213,450.996,200.72,456.252,0.0,0.0,0,258.043,406.662,260.61400000000003,534.511,0.0,0.0,276.327,756.0369999999999,265.866,612.738,224.251,607.408,260.60200000000003,670.018,257.966,463.963,0.8,1280,-0.00188903242815,-0.000816263083834,-0.0588158108294,0.00167697633151,-0.00219210493378,-0.00207448704168,199.3965,589.1375
7,960,198.051,393.631,135.62,534.415,0.0,0.0,114.699,862.931,130.28799999999998,594.3480000000001,153.862,609.957,138.14600000000002,735.135,153.80700000000002,448.496,208.512,453.665,0.0,0.0,0,260.715,406.713,260.801,534.472,0.0,0.0,278.879,748.212,265.935,612.7040000000001,226.768,604.8430000000001,258.187,675.068,260.647,461.365,0.8,1280,-0.00338631216437,0.000633176998235,-0.0861566811799999,0.00696618203074,-0.00331420940347,-0.00223536789417,173.334,581.3824999999998
8,960,200.715,385.9330000000001,140.741,529.172,0.0,0.0,109.518,862.832,0.0,0.0,158.989,604.827,143.392,724.698,153.895,448.4980000000001,213.73,456.168,0.0,0.0,0,260.756,404.015,271.112,537.024,0.0,0.0,276.321,750.793,278.823,610.064,237.223,599.587,260.668,664.747,265.901,463.941,0.8,1280,-0.00396243436262,0.00280026183464,-0.0927662849426,0.0070952102541899,-0.00383945088834,-0.00349548086524,116.0726,569.5654999999998
9,960,198.137,383.304,148.543,521.391,0.0,0.0,93.9807,860.235,138.195,586.577,166.83700000000002,599.5740000000001,151.249,716.8839999999999,156.386,445.836,216.246,448.49300000000005,0.0,0.0,0,260.79400000000004,401.385,278.862,531.744,0.0,0.0,268.508,748.192,284.203,604.811,242.394,596.961,263.278,672.518,268.499,453.567,0.8,1280,-0.00292639667168,0.00449384842068,-0.0967828705907,0.0076093235984399,-0.00183911889326,-0.00219821697101,79.5083,555.299
10,960,198.238,378.027,151.15,513.562,0.0,0.0,93.9327,849.9010000000001,140.827,581.373,172.074,591.7,156.55700000000002,706.448,156.47799999999998,437.942,216.333,445.801,0.0,0.0,0,263.321,391.0630000000001,281.455,529.285,0.0,0.0,258.059,761.201,297.122,599.6419999999999,242.517,591.681,260.65,672.4989999999999,271.157,448.468,0.8,1280,0.00146481208503,0.00378755200654,-0.115763068199,0.0066562532447299,0.00149951747153,-0.0031829206273,71.6964,551.3240000000002
11,960,195.506,377.946,133.034,513.62,0.0,0.0,93.8833,829.0360000000001,135.504,583.9119999999999,166.81900000000002,591.6619999999999,161.64700000000002,698.553,148.632,432.751,208.517,445.689,0.0,0.0,0,260.661,390.994,281.438,529.263,0.0,0.0,239.9,776.8439999999999,299.848,597.008,237.305,591.851,245.067,677.753,265.882,448.426,0.8,1280,0.00322825042531,0.00261493586004,-0.129353806376,-0.000170405648532,0.00704789441079,-0.00440128985792,43.651085,516.168
12,960,192.881,370.221,117.375,510.966,0.0,0.0,112.172,800.297,132.901,578.711,161.643,586.559,164.265,688.204,140.821,427.497,203.379,438.005,0.0,0.0,0,260.684,385.838,284.19,529.075,0.0,0.0,229.409,784.748,302.563,591.836,237.15,591.716,239.833,685.63,263.363,445.833,0.8,1280,0.000100917219243,-0.000891947711352,-0.120241254568,7.55757064326e-05,0.00594639359042,-0.00766357127577,41.01344,531.799
