3	0	288.096	488.6915
4	0	288.094	483.5565
5	0	299.7465	482.2735
6	0	311.536	477.06
7	0	325.939	470.606
8	0	323.2	470.606
9	0	302.4705	474.481
10	0	297.1665000000001	490.1685
11	0	302.3965	505.76700000000005
12	0	310.203	508.311
13	0	321.8795	505.7475
14	0	341.48	487.529
15	0	347.987	487.486
16	0	349.2955	505.797
17	0	344.1085	556.627
18	0	346.684	573.5184999999999
19	0	327.1995	593.0509999999998
3	10	149.84699999999995	490.0925
4	10	155.031	478.3685
5	10	169.39600000000004	467.942
6	10	185.139	454.9175
7	10	205.93400000000003	454.8715
8	10	207.287	458.783
9	10	191.617	453.619
10	10	196.8235	458.8105
3	30	421.0295	487.394
4	30	422.3655	469.39
5	30	438.0405	469.2695
6	30	454.906	465.2765
7	30	458.942	456.192
8	30	461.4885	463.9425
9	30	458.906	457.5305
10	30	460.1955	466.668
