3	0	1126.19	490.107	97.25440513030757	1136.79	383.068	1092.32	448.305	0.0	0.0	1110.44	612.617	1105.32	461.352	1118.34	500.519	1107.94	555.377	1120.94	406.739	1157.62	406.776	0.0	0.0	1178.27	378.015	1220.11	450.969	0.0	0.0	1157.6	636.137	1220.12	424.955	1170.53	505.746	1173.05	570.807	1199.09	406.789	-0.00456381170079	-0.00199676235206	-0.0035478908103	-0.000925295986235	-0.00194680481218	-0.00086018955335
4	0	1114.485	486.196	95.32400851962738	1134.02	383.122	1087.09	445.81	0.0	0.0	1100.1	610.006	0.0	0.0	1115.64	495.371	1102.7	552.764	1113.18	406.749	1154.83	406.721	1178.3	375.404	1170.44	375.412	1214.84	448.469	1175.72	367.538	1154.88	623.091	1214.71	487.48	1160.06	505.67	1160.1	563.12	1191.34	406.753	-0.0052345572039499	-0.0014900873648	-0.00769646745175	-0.0013101559598	-0.00270917476155	-0.00179236859549
5	0	1098.815	484.816	91.88912561478648	1126.19	380.665	1076.61	443.131	0.0	0.0	1095.04	612.519	0.0	0.0	1110.52	492.766	1097.46	555.308	1110.53	404.171	1144.44	404.193	1175.66	372.824	1157.5	372.784	1204.43	448.336	1170.47	365.119	1147.05	609.988	1196.65	474.429	1154.98	497.905	1154.95	552.786	1178.44	404.156	-0.00439394265413	-0.000234413295402	-0.0174273587763	-0.0006432167137969	-0.00583511404693	-0.00391431897879
6	0	1071.45	478.3465	86.60468091275422	1115.89	377.995	1071.48	443.142	0.0	0.0	1094.94	610.0459999999999	0.0	0.0	1102.77	490.069	1094.87	552.66	1100.16	404.109	1136.54	404.1230000000001	1160.12	367.604	1152.2	367.639	1196.5	443.148	1157.51	364.908	1134.0	599.5880000000001	1193.95	469.198	1149.61	490.145	1141.88	550.11	1173.06	404.109	-0.00346378982067	0.00217654998414	-0.0571919158101	0.0045695048756899	-0.00887277256697	-0.00575877493247
7	0	1049.31	447.167	84.45363406775346	1113.19	370.234	1068.85	432.782	0.0	0.0	1092.4	609.936	0.0	0.0	1097.49	487.4	1092.33	549.997	1094.88	403.999	1131.4	403.989	0.0	0.0	1141.84	367.557	1180.98	445.65	0.0	0.0	1118.42	596.966	1178.26	477.084	1139.2	487.455	1136.58	544.821	1160.12	403.995	-0.00363736762665	0.0050255213864099	-0.0800292789936	0.00426100986078	-0.0119144571945	-0.00737631553784
8	0	1023.245	422.341	80.12678238423142	1110.52	370.153	1068.75	435.357	0.0	0.0	1092.29	597.045	1066.19	406.656	1092.41	482.296	1092.23	547.401	1092.2	404.006	1123.61	403.9980000000001	0.0	0.0	1136.73	367.567	1178.39	443.168	0.0	0.0	1113.05	594.418	1175.65	479.627	1136.56	484.911	1131.3	539.649	1157.5	403.997	-0.00244680140167	0.00533299334347	-0.0694621726871	0.000692966394126	-0.0176570862532	-0.00536772608757
9	0	994.54	407.956	82.48450753929492	1094.99	367.604	1053.13	443.121	0.0	0.0	1089.59	594.413	1050.56	461.391	1089.64	484.937	1084.5	544.8530000000001	1081.85	401.425	1115.73	404.003	1154.72	370.207	1133.98	367.616	1162.72	445.822	1144.46	365.041	1100.18	594.362	1160.07	484.79	1128.82	487.525	1115.88	544.766	1152.21	404.045	-0.00163373793475	0.00197982834652	-0.0774812400341	0.000968601903878	-0.0220628399402	-0.00334358308464
10	0	948.959	378.0205	84.15089395841255	1094.85	367.59	1050.6	435.342	0.0	0.0	1076.74	594.327	1040.13	448.379	1079.24	484.81	1074.16	542.231	1074.06	403.942	1110.59	401.49300000000005	0.0	0.0	1123.62	365.091	1157.4	443.185	0.0	0.0	1094.93	586.54	1154.79	477.037	1118.39	484.822	1113.14	531.909	1139.24	401.509	-0.00329187093303	0.00285772560164	-0.0707543566823	0.000854994577821	-0.0298655740917	-0.00264293537475
11	0	894.1585	361.01	78.69434340535533	1074.17	367.548	1032.38	435.295	0.0	0.0	1071.34	589.1030000000001	1032.36	448.469	1066.26	479.633	1063.59	531.84	1055.8	401.469	1092.21	401.482	0.0	0.0	1102.74	367.63	1131.4	445.662	0.0	0.0	1079.26	573.545	1131.37	474.417	1100.16	479.687	1092.37	531.807	1115.87	401.52	-0.0019225984579	0.00217131664976	-0.0745599344373	-0.000845893402584	-0.0328510664403	0.0022443223279
11	10	955.39	363.6675	87.60179596475174	1199.14	362.297	1152.27	445.834	0.0	0.0	1154.94	594.4540000000001	1139.26	487.377	1183.52	484.89	1170.44	542.262	1173.14	401.402	1217.52	398.875	0.0	0.0	1238.33	362.2480000000001	1261.74	445.763	0.0	0.0	1238.29	617.884	0.0	0.0	1238.18	487.555	1233.08	552.585	1256.56	398.797	-0.0019225984579	0.00217131664976	-0.0745599344373	-0.000845893402584	-0.0328510664403	0.0022443223279
12	0	826.3489999999999	358.4595	77.09638942421363	1068.76	367.639	1029.69	432.747	0.0	0.0	1053.31	581.371	1027.08	445.837	1053.18	477.047	1053.08	531.776	1050.52	401.398	1076.64	401.425	0.0	0.0	1092.4	367.545	1123.57	437.983	0.0	0.0	1063.61	573.511	1115.75	474.44	1089.72	479.646	1073.97	531.726	1107.92	401.382	-0.004315180704	0.00092496839352	-0.0658351331949	-0.00373808667064	-0.0350958630443	0.00477477442473
12	10	877.2639999999999	362.3445	90.38835646254448	1178.39	359.742	1134.07	440.555	0.0	0.0	1136.71	591.8	1123.54	479.715	1165.31	479.668	1152.17	531.966	1154.93	391.11300000000006	1196.64	393.621	0.0	0.0	1217.38	359.71	1243.55	445.838	0.0	0.0	1217.49	610.064	1259.09	445.744	1209.63	487.418	1201.77	542.2	1238.2	393.665	-0.004315180704	0.00092496839352	-0.0658351331949	-0.00373808667064	-0.0350958630443	0.00477477442473
13	0	766.3805	379.2655	81.79319210056549	1055.83	362.405	1024.46	424.844	0.0	0.0	1042.79	570.89	0.0	0.0	1042.76	469.155	1040.13	521.386	1042.76	391.008	1071.44	388.477	0.0	0.0	1092.16	362.323	1102.78	432.737	0.0	0.0	1050.51	563.08	1097.57	466.584	1073.99	469.285	1058.41	521.37	1095.03	393.639	-0.00362809863873	0.0002531133068259	-0.0702203959227	-0.00407255394384	-0.0327130891383	0.0042249141261
13	10	817.27	381.8285	93.0941188475405	1170.45	344.255	1115.69	430.136	0.0	0.0	1123.59	578.726	1110.56	466.681	1147.06	471.864	1133.97	521.425	1139.3	383.327	1180.95	385.83	0.0	0.0	1201.83	349.30400000000003	1238.27	437.956	0.0	0.0	1193.92	589.2040000000001	1214.82	435.365	1193.98	484.812	1178.31	526.536	1220.15	385.919	-0.00362809863873	0.0002531133068259	-0.0702203959227	-0.00407255394384	-0.0327130891383	0.0042249141261
14	0	709.115	379.3025	81.29442197346631	1053.16	341.50800000000004	1008.98	403.979	0.0	0.0	1029.75	547.498	1016.65	372.827	1032.38	445.881	1029.69	503.072	1034.92	370.17800000000005	1066.24	367.655	0.0	0.0	1081.87	341.565	1089.66	406.757	0.0	0.0	1032.39	547.492	1079.29	443.116	1066.24	448.453	1050.55	503.154	1092.19	370.21	-0.00399254215881	0.00102483062074	-0.0788969472051	-0.00184790603817	-0.0345221310854	0.00108415761497
15	0	643.9165	368.912	71.7653085689736	1045.37	331.051	1003.69	393.605	0.0	0.0	1014.14	531.751	0.0	0.0	1024.49	430.142	1011.43	482.269	1027.07	362.298	1053.14	362.425	0.0	0.0	1073.94	333.63800000000003	1076.63	403.989	0.0	0.0	1029.63	526.5790000000001	1066.21	432.72	1053.1	435.342	1037.63	487.452	1076.66	364.932	-0.00128879526164	0.00156276067719	-0.0902635902166	-0.000260136643192	-0.0314887724817	-0.00131964380853
16	0	598.2845	364.9875	73.06890004646303	1032.34	323.183	990.635	385.761	0.0	0.0	993.288	510.889	988.002	398.814	1008.92	419.737	993.246	466.684	1011.47	349.394	1042.73	351.918	0.0	0.0	1058.41	323.35900000000004	1058.42	396.281	0.0	0.0	1008.83	513.538	1050.6	427.551	1037.57	424.945	1027.07	469.395	1066.23	357.165	-0.00071016815491	0.00227514421567	-0.0955427438021	0.00112484651618	-0.0233942642808	-0.00355874421075
17	0	560.4375	362.375	68.24444725397075	1029.8	310.215	990.643	365.048	0.0	0.0	993.203	495.325	0.0	0.0	1008.84	406.586	990.69	448.487	1011.47	341.42	1037.54	341.523	0.0	0.0	1053.22	312.805	1058.36	383.234	0.0	0.0	1008.8	503.083	1050.48	414.513	1035.01	409.328	1027.08	461.374	1061.03	344.119	-6.48535788059e-05	0.00216925051063	-0.107548721135	-0.00191070453729	-0.0209768861532	9.38829762163e-05
18	0	563.033	366.2575	65.45778946007884	990.751	318.046	967.064	380.532	0.0	0.0	969.736	490.088	964.518	396.221	982.76	406.652	969.708	448.421	982.764	344.148	1008.74	344.09	0.0	0.0	1019.31	315.453	1019.27	383.269	0.0	0.0	985.325	500.54	1011.64	414.485	1006.32	409.326	993.308	456.241	1029.73	344.16	0.00599186168984	0.000189864935237	-0.124525219202	-0.00628228485584	0.000585383968428	0.00412857159972
19	0	561.8325	391.052	63.488148992548176	980.211	299.89	948.985	359.78	0.0	0.0	946.371	477.024	951.532	380.605	967.036	385.921	948.969	430.16	967.15	325.906	988.093	325.885	0.0	0.0	1006.2	299.807	998.443	365.015	0.0	0.0	964.467	487.402	990.769	401.36	988.015	391.054	972.492	440.584	1008.96	328.522	0.00453502498567	-0.00203580060042	-0.117807216942	0.00210699229501	0.00180550513323	0.00165303633548
21	40	706.5060000000002	409.2885	123.27159547113851	1162.68	231.972	1095.04	341.411	0.0	0.0	1068.88	516.181	1076.65	391.025	1118.36	385.897	1076.63	448.315	1139.2	276.341	1186.13	276.33	0.0	0.0	1204.46	234.554	1240.93	325.855	0.0	0.0	1115.71	539.592	0.0	0.0	1178.25	401.413	1149.58	471.867	1233.1	273.773	0.0035541660618	-0.000629164336715	-0.123343519866	0.00058722042013	-8.13012520666e-05	0.0008659809827799
23	40	686.9815000000001	408.0195	107.8324310863851	1050.68	239.842	1008.96	338.81699999999995	0.0	0.0	967.081	490.0	993.274	380.64	1029.64	383.143	990.648	437.992	1035.04	278.99	1074.12	279.016	0.0	0.0	1092.24	239.717	1128.83	323.211	0.0	0.0	1029.68	516.235	0.0	0.0	1074.11	385.915	1050.53	456.163	1113.23	278.967	0.00170122890268	0.00104983791243	-0.120732277632	-0.00796731654555	-0.00529782939702	0.00796821061522
26	40	676.4630000000001	444.4315	98.21091763266446	907.224	284.212	886.297	370.21	0.0	0.0	863.008	505.706	883.702	417.065	901.955	417.069	881.1039999999999	456.213	904.498	323.176	928.079	320.751	0.0	0.0	941.02	284.115	972.427	362.255	0.0	0.0	922.862	531.825	0.0	0.0	933.24	419.733	925.567	477.064	954.138	320.697	0.00577126350254	0.000492448918521	-0.145471990108	-0.000662295497023	0.0080541074276	-0.00487914541736
28	40	697.4065	428.884	85.71825523918457	847.238	299.84	826.431	380.554	0.0	0.0	805.6260000000001	508.256	821.2080000000001	419.684	839.329	414.502	821.202	463.99	841.935	331.111	865.447	333.63800000000003	0.0	0.0	873.3589999999999	299.746	891.578	383.29	0.0	0.0	862.91	526.626	883.818	417.057	865.575	422.229	862.931	471.882	889.003	336.255	0.00531665794551	0.00153160782065	-0.143520176411	-0.00282734027132	0.0125926733017	-0.000922701612581
29	40	713.0495000000002	436.6675	84.2842159674633	818.5239999999999	297.095	797.6089999999999	370.192	0.0	0.0	781.971	505.786	781.975	406.778	800.373	406.756	782.2239999999999	453.606	803.068	323.265	828.9780000000001	323.312	0.0	0.0	839.443	297.10900000000004	849.8889999999999	380.494	0.0	0.0	826.466	510.932	842.1139999999999	406.636	834.166	406.802	823.686	463.929	849.882	325.832	0.00780073367059	0.00116935977712	-0.155415818095	-0.00375489704311	0.00730010122061	0.00260913395323
30	40	710.3539999999999	473.1595	83.98727485756399	776.868	297.19	755.913	370.156	0.0	0.0	742.9739999999999	508.329	740.3610000000001	404.165	758.737	406.714	750.811	453.666	763.805	323.35	787.2719999999999	323.383	0.0	0.0	800.263	297.178	810.796	375.422	0.0	0.0	782.15	508.276	800.416	406.698	795.041	406.73800000000006	781.997	461.348	808.155	325.934	0.00201469520107	-0.000730263942387	-0.145252332091	0.004471429158	0.00396231561899	0.00128662609495
