6	140	812.1210000000001	651.6835
7	140	774.2185	634.7635
8	140	746.8580000000001	616.5765
9	140	727.3720000000002	612.692
10	140	703.8739999999999	594.437
11	140	673.8975	590.498
12	140	650.4390000000002	563.0995
13	140	620.4675	556.5795
14	140	585.1875	555.3
15	140	552.682	548.768
16	140	530.4005	543.5799999999998
17	140	508.3005	548.8065
18	140	470.5375	564.4035
19	140	424.8905	594.438
20	140	405.407	594.4145000000002
21	140	374.0825	568.3125
22	140	353.266	567.0125
23	140	346.707	549.982
24	140	344.1525000000001	530.5129999999998
25	140	344.154	520.1034999999998
26	140	342.7815	520.014
27	140	342.852	542.2905000000002
28	140	324.5075	564.3805
29	140	327.221	564.3755
30	140	312.79	569.5844999999998
31	140	280.2265	563.1575
32	140	237.2405	563.0515
33	140	212.4425	563.1645000000002
34	140	175.9625	581.3625
7	170	951.555	513.5585
8	170	950.1695	504.407
9	170	939.788	496.6375
10	170	916.2705	491.4465
11	170	896.6985	491.426
12	170	870.668	474.478
13	170	835.5369999999999	462.7185
14	170	804.2265	456.2545
15	170	776.8595	445.6995
16	170	754.7235000000002	443.161
17	170	736.4789999999999	443.1615
18	170	709.0325	458.846
19	170	671.3275000000001	491.392
20	170	655.702	496.61
21	170	621.7345	473.15
22	170	604.8050000000002	460.12
23	170	602.2185	441.8465
24	170	603.486	427.5125
25	170	604.8395	424.895
26	170	603.5944999999998	428.9395
27	170	608.7415	453.6075
28	170	602.1155	460.104
62	780	512.283	629.567
63	780	517.4665	623.085
64	780	509.639	617.8610000000001
65	780	504.4685	617.8725
66	780	496.6335	642.595
67	780	508.339	632.1419999999999
68	780	522.7335	623.0805
69	780	520.0645	597.0409999999998
70	780	507.087	576.124
71	780	500.5575	576.1505
72	780	501.899	604.808
73	780	505.7575	613.9275
74	780	516.2090000000002	609.9995
75	780	540.9485	595.7435
76	780	551.423	576.181
77	780	553.934	580.0274999999998
78	780	567.0364999999998	595.7495
79	780	593.1265	612.6320000000002
80	780	626.8985	595.7525
81	780	637.3415	591.73
82	780	651.707	573.4694999999998
83	780	653.0115	576.1880000000001
84	780	659.5145	608.6759999999998
85	780	668.6659999999998	616.5169999999999
86	780	663.404	599.597
87	780	666.049	593.094
88	780	669.9565	583.9185
89	780	670.0005	583.9185
90	780	673.9065	595.6565
91	780	673.9205	612.6179999999998
92	780	687.0045	595.703
93	780	692.1915	580.0345
94	780	681.6555000000002	573.501
95	780	694.7660000000002	574.8485000000002
96	780	694.7	587.8165
97	780	679.1695	597.012
98	780	664.8109999999998	599.623
99	780	653.087	593.0640000000002
100	780	660.8965000000002	590.439
101	780	659.582	590.469
102	780	659.569	599.557
103	780	658.2090000000002	608.677
104	780	654.3325	610.0375
105	780	659.5564999999998	598.2965
106	780	646.5235	593.155
107	780	645.2215	602.201
108	780	645.216	603.5185
109	780	643.9245000000002	611.2909999999999
110	780	633.5335	617.8385000000002
111	780	630.8235	611.337
112	780	639.9625000000002	608.7090000000002
113	780	654.364	596.979
114	780	654.2715000000002	594.3395
115	780	636.181	591.759
116	780	613.941	609.9749999999998
117	780	628.1995	594.4455
118	780	636.0740000000001	595.731
119	780	645.1865	591.7065
120	780	658.1814999999998	574.841
121	780	662.2130000000001	577.471
122	780	658.2330000000001	592.9784999999998
123	780	629.5595000000002	593.12
124	780	596.9385	589.1075
125	780	594.3544999999998	576.1955
126	780	586.535	568.2875
127	780	581.3425	568.2985
128	780	585.3199999999998	582.6690000000001
129	780	594.3125	624.3085000000002
130	780	594.3824999999998	619.1645
131	780	573.5045	611.2945
132	780	552.6285	591.7040000000001
133	780	530.4735000000002	589.1845
134	780	517.418	608.6675
135	780	499.26200000000006	626.915
136	780	471.8715	636.095
137	780	462.753	632.1415
138	780	473.155	602.164
139	780	462.7075	609.9780000000001
140	780	460.2015	629.508
141	780	458.8315	653.0369999999999
143	780	474.3955	637.342
144	780	460.1655	617.8825
145	780	461.4105	624.342
146	780	454.8885	651.6715
147	780	427.5385	676.4175
148	780	411.896	668.6895
149	780	401.4085	664.7985
150	780	387.192	647.844
151	780	383.17	649.1
152	780	372.804	658.2489999999999
153	780	366.321	694.7815
154	780	384.473	699.9490000000002
155	780	402.73800000000006	689.534
156	780	379.2755	675.1755
157	780	372.7885	651.6945000000002
158	780	365.0325	641.2769999999999
159	780	344.116	654.3315
160	780	323.2785	697.3815
161	780	312.781	697.3695
162	780	297.187	679.133
163	780	301.1345	654.356
164	780	302.3725	634.7505
165	780	293.2415	632.184
166	780	284.1965	664.7510000000001
167	780	278.9775	696.048
168	780	298.4415	671.2615000000002
169	780	315.3735000000001	642.6095
170	780	295.909	615.1925
171	780	268.512	610.0105000000002
172	780	229.4445	630.866
173	780	162.9345	671.2689999999999
174	780	110.75515	663.4965
175	780	82.1268	629.575
