3	0	353.31	490.0975	63.06574016254784	960	362.36	359.78	341.63300000000004	417.1	0.0	0.0	367.641	531.885	359.682	427.582	362.298	448.36300000000006	365.11800000000005	490.039	346.745	385.758	364.992	385.747	0.0	0.0	383.168	359.80400000000003	404.066	417.119	0.0	0.0	391.005	531.862	411.9	409.283	383.206	448.304	388.453	487.598	383.281	385.782	0.8	1280	0.000898126512766	-0.000532226404175	-0.0954204127192	0.0024930103682	0.00336129311472	0.00056072085863
3	10	772.9445000000002	449.676	58.99880974434992	960	763.82	346.682	742.9939999999999	401.442	0.0	0.0	737.783	516.173	740.387	425.017	758.465	424.97	745.563	469.24300000000005	756.062	367.55300000000005	776.789	367.601	0.0	0.0	784.653	346.81300000000005	808.1260000000001	403.979	0.0	0.0	763.8610000000001	516.1759999999999	802.9639999999999	422.369	781.931	427.491	776.8969999999999	471.852	797.6610000000001	370.224	0.8	1280	0.000898126512766	-0.000532226404175	-0.0954204127192	0.0024930103682	0.00336129311472	0.00056072085863
4	0	350.6675	490.109	65.48519109691901	960	359.69	357.14	341.37800000000004	422.22	0.0	0.0	365.0580000000001	534.469	0.0	0.0	354.582	451.07	364.974	490.134	344.129	385.742	362.407	385.78	0.0	0.0	380.628	359.707	404.093	419.659	0.0	0.0	385.895	534.436	430.149	409.254	380.516	451.056	385.842	490.073	383.101	385.823	0.8	1280	0.0020509310998	0.000439573515905	-0.100524157286	-0.00141839648131	0.0018413036596	0.00192962214351
4	10	789.8934999999999	445.7425	61.77137140294031	960	766.471	344.17800000000005	748.212	398.856	0.0	0.0	750.79	510.972	742.9889999999999	424.953	758.674	424.955	755.905	469.195	758.632	365.052	779.4069999999999	365.117	0.0	0.0	787.321	346.696	805.622	403.949	0.0	0.0	771.6489999999999	511.04	805.505	424.944	782.11	427.499	779.439	471.876	800.285	370.175	0.8	1280	0.0020509310998	0.000439573515905	-0.100524157286	-0.00141839648131	0.0018413036596	0.00192962214351
4	20	913.7305	431.475	36.10980280339402	960	894.188	367.607	904.455	398.908	886.482	365.086	0.0	0.0	888.9839999999999	404.167	883.78	419.685	881.084	440.606	901.866	383.164	886.31	383.13	886.345	367.533	883.6030000000001	365.0580000000001	860.263	401.504	886.22	365.022	849.883	466.626	862.9110000000001	406.72	873.2869999999999	417.1	852.493	443.197	881.0210000000001	383.197	0.8	1280	0.0020509310998	0.000439573515905	-0.100524157286	-0.00141839648131	0.0018413036596	0.00192962214351
5	0	351.914	492.7105	66.5023447124235	960	349.32800000000003	365.032	323.414	427.467	0.0	0.0	364.917	552.766	344.047	443.232	346.829	469.182	362.328	508.465	338.91900000000004	401.405	359.789	401.472	0.0	0.0	375.445	367.586	401.461	430.167	0.0	0.0	380.621	552.752	427.582	427.462	377.949	466.665	383.287	508.447	380.619	403.927	0.8	1280	-0.000370263907826	0.0016074454179	-0.0982509031892	-0.00345836998895	-0.00288450322114	0.00824725907296
5	10	804.2005	448.3775	58.18500962447289	960	771.654	359.76800000000003	753.3889999999999	406.756	0.0	0.0	755.988	529.1669999999999	748.1489999999999	440.5580000000001	761.0880000000001	437.992	758.681	484.907	761.1510000000001	380.577	781.9739999999999	383.066	0.0	0.0	795.0880000000001	362.297	805.6619999999999	411.899	0.0	0.0	766.4839999999999	529.266	810.784	432.795	784.698	443.084	779.505	487.593	802.818	383.152	0.8	1280	-0.000370263907826	0.0016074454179	-0.0982509031892	-0.00345836998895	-0.00288450322114	0.00824725907296
6	0	319.375	495.332	68.19846251199503	960	341.597	385.941	318.076	448.408	0.0	0.0	351.95300000000003	576.161	333.651	464.046	341.56699999999995	490.144	346.733	531.913	325.916	419.689	346.727	422.23800000000006	0.0	0.0	365.022	388.499	385.874	451.022	0.0	0.0	365.091	576.194	390.989	443.129	365.05300000000005	490.092	370.228	531.862	367.587	422.333	0.8	1280	-0.0008501230040569	0.0013827108778099	-0.0943462997675	-0.00878544989973	-0.00743060233071	0.0109180342406
6	10	799.0385	452.3225	56.422112741814274	960	771.5939999999999	370.181	753.4119999999999	424.946	0.0	0.0	761.174	537.044	748.207	448.523	761.191	448.407	761.125	495.351	758.7339999999999	391.052	779.528	393.64	0.0	0.0	789.915	375.371	808.184	427.47	0.0	0.0	776.8939999999999	537.016	818.497	448.275	784.686	450.945	779.586	503.085	802.8330000000001	396.271	0.8	1280	-0.0008501230040569	0.0013827108778099	-0.0943462997675	-0.00878544989973	-0.00743060233071	0.0109180342406
7	0	291.88199999999995	513.617	65.60804855541733	960	341.397	391.009	307.646	448.492	0.0	0.0	346.79900000000004	586.5409999999999	325.876	466.73	338.907	490.167	344.202	531.825	323.172	422.316	344.085	424.832	0.0	0.0	364.878	396.208	385.832	456.187	0.0	0.0	365.069	581.3480000000001	396.195	448.336	362.42800000000005	490.051	367.67800000000005	531.846	364.994	424.874	0.8	1280	0.00123037956655	-0.000958918884862	-0.100788556039	-0.0075160227716	-0.0105635626242	0.0101407347247
