11	0	231.999	603.4590000000002	78.29041271126374	960	0.0	0.0	411.931	529.225	388.426	479.628	0.0	0.0	422.255	534.3919999999999	383.087	573.5740000000001	417.106	570.9069999999999	388.505	495.287	364.991	497.91	385.918	484.9	364.918	471.895	341.465	550.021	383.291	477.023	0.0	0.0	388.511	550.062	341.592	578.737	0.0	0.0	341.534	503.149	0.8	1280	0.0005788272246719	0.0008786920225249	-0.0861873999238	-0.0016880154144	-0.0114875314757	0.00630734674633
16	20	894.2025000000001	452.361	38.56282265667287	960	927.918	338.838	930.657	364.972	925.401	336.309	909.858	440.545	922.845	365.062	925.433	385.779	920.215	414.49	928.182	346.802	925.407	346.727	925.272	338.897	922.785	336.273	907.106	364.879	922.812	333.654	902.028	435.381	904.621	367.622	909.832	383.217	904.661	409.322	915.028	346.74300000000005	0.8	1280	0.000843768415507	-0.00255175190978	-0.102536946535	-0.000326684472384	0.00435652956367	-0.00194617104717
18	20	939.8975	458.7945	39.78713034386875	960	925.517	331.052	928.221	365.007	922.842	328.455	904.686	432.776	925.516	383.171	920.28	383.255	909.836	409.35	928.03	344.256	920.234	344.139	920.216	331.124	909.88	328.504	901.914	362.266	915.056	325.928	888.9730000000001	430.13	901.892	367.657	904.728	383.081	901.901	406.653	907.182	344.101	0.8	1280	-0.00236529391259	0.00209489138797	-0.111914515495	0.00274722860195	0.00122403679416	-0.000207602977753
19	20	956.716	453.622	38.884735334061375	960	928.001	336.26	935.85	367.586	925.347	333.664	907.117	443.059	930.644	383.252	925.345	385.86300000000006	915.058	414.494	928.222	349.314	925.308	346.74	922.773	338.806	922.76	336.296	904.484	364.866	920.237	331.10400000000004	896.779	435.385	904.477	372.79	907.289	383.279	904.607	409.329	909.796	344.273	0.8	1280	-0.00292651890777	0.0026795451995	-0.108089528978	-0.00190039153676	-0.000392068322981	0.00586317153648
20	20	963.308	458.8185	35.42645961001459	960	938.454	341.465	946.162	370.202	928.215	341.35400000000004	915.043	445.881	943.634	383.288	930.711	388.491	925.424	422.31	943.657	357.161	930.676	351.999	928.027	341.45	928.156	341.39300000000003	912.425	365.05300000000005	927.919	336.344	904.725	445.819	907.26	370.226	922.902	385.936	909.92	419.716	925.453	351.913	0.8	1280	-0.000558700121474	0.00270126550458	-0.115681663156	-0.00421276921406	-0.000266403250862	0.00775560131297
21	20	980.2665	483.5475	39.9515379710219	960	941.088	346.80800000000005	946.39	383.27	928.26	346.684	917.608	456.202	946.352	403.991	930.688	404.11	925.458	430.119	946.198	364.964	935.895	364.881	928.084	346.815	0.0	0.0	922.795	383.182	928.107	344.241	907.088	456.167	907.329	398.752	925.33	403.983	912.422	427.576	928.106	364.872	0.8	1280	-0.000814742117655	0.00193185324315	-0.110031068325	0.00307740294375	-0.00588111206889	0.00647289631888
22	20	972.3165	491.432	41.32608722405256	960	928.188	354.537	941.065	388.393	925.514	349.394	904.679	466.564	930.736	396.28	925.325	406.668	909.844	435.392	930.78	367.652	925.586	365.094	925.311	354.534	0.0	0.0	904.72	383.213	925.35	349.296	904.434	463.947	904.542	391.009	907.342	404.074	904.691	432.74300000000005	920.154	364.966	0.8	1280	-0.00114255771041	0.000401016586693	-0.065067730844	-0.00137326237746	-0.0188986025751	0.00643669534475
23	20	939.7825	492.798	40.156609972705624	960	909.839	357.181	920.265	388.473	907.134	354.564	886.492	466.668	914.99	401.456	904.721	406.836	899.3989999999999	440.556	912.477	370.18	907.183	367.615	904.648	359.664	907.122	362.208	888.9580000000001	385.805	904.627	351.892	883.732	466.548	886.314	398.833	891.5880000000001	406.651	886.388	437.962	901.998	367.562	0.8	1280	-0.00162636034656	-0.000511678517796	-0.0584817379713	-0.00130350852851	-0.0173075795174	0.000809793476947
24	20	926.719	504.3805	37.63822978037084	960	907.118	362.387	915.027	396.268	904.461	362.276	883.826	469.354	904.676	401.453	901.965	417.084	888.949	448.344	907.292	378.054	901.961	377.9380000000001	899.3739999999999	362.393	901.938	362.282	881.179	388.486	896.819	359.80800000000005	875.8560000000001	466.708	881.0830000000001	401.441	883.865	411.862	881.045	443.224	886.439	375.388	0.8	1280	-0.000667179527227	0.000202374896617	-0.0778898969293	0.00188389152754	-0.0137955043465	-0.00328581873327
27	20	984.0455	527.832	41.12929156939128	960	883.86	372.754	889.0219999999999	406.714	883.5989999999999	370.192	863.039	487.469	886.3389999999999	419.747	878.5169999999999	427.503	868.062	461.366	886.362	388.401	878.563	385.861	878.559	375.385	870.773	367.635	860.242	404.072	875.9110000000001	367.647	860.194	484.854	857.671	417.147	862.9789999999999	424.979	860.315	453.665	865.5169999999999	385.807	0.8	1280	0.00452059973031	-0.0011089196195799	-0.125770151615	0.00227266014554	0.0001780074817359	0.00283078569919
