,Unnamed: 0_x,Unnamed: 0.1,H_1_1,H_1_2,H_1_3,H_2_1,H_2_2,H_2_3,H_3_1,H_3_2,H_3_3,H_forward_1_1,H_forward_1_2,H_forward_1_3,H_forward_2_1,H_forward_2_2,H_forward_2_3,H_forward_3_1,H_forward_3_2,H_forward_3_3,frame_id,head_3d_1,head_3d_2,head_3d_3,height,l_ear_3d_1,l_ear_3d_2,l_ear_3d_3,l_elbow_3d_1,l_elbow_3d_2,l_elbow_3d_3,l_eye_3d_1,l_eye_3d_2,l_eye_3d_3,l_foot_3d_1,l_foot_3d_2,l_foot_3d_3,l_hand_3d_1,l_hand_3d_2,l_hand_3d_3,l_hip_3d_1,l_hip_3d_2,l_hip_3d_3,l_knee_3d_1,l_knee_3d_2,l_knee_3d_3,l_shoulder_3d_1,l_shoulder_3d_2,l_shoulder_3d_3,neck_3d_1,neck_3d_2,neck_3d_3,person_id,pose_bb_1,pose_bb_2,pose_bb_3,pose_bb_4,r_ear_3d_1,r_ear_3d_2,r_ear_3d_3,r_elbow_3d_1,r_elbow_3d_2,r_elbow_3d_3,r_eye_3d_1,r_eye_3d_2,r_eye_3d_3,r_foot_3d_1,r_foot_3d_2,r_foot_3d_3,r_hand_3d_1,r_hand_3d_2,r_hand_3d_3,r_hip_3d_1,r_hip_3d_2,r_hip_3d_3,r_knee_3d_1,r_knee_3d_2,r_knee_3d_3,r_shoulder_3d_1,r_shoulder_3d_2,r_shoulder_3d_3,threshold,upper_bb_1,upper_bb_2,upper_bb_3,upper_bb_4,width,R_1,R_2,R_3,T_1,T_2,T_3,Unnamed: 0_y,position_x,position_y
0,1784,5696,1.0257986061336843,0.005252372149558964,-8.991180343108814,0.015390421775130525,1.0159511144481659,-6.730063785233266,2.235169967769351e-05,1.3710327355257087e-05,1.0,0.9750143894554922,-0.00515856950273984,8.731812710926466,-0.014913292800222588,0.9845685356252966,6.492120940615567,-2.158876268830301e-05,-1.3383454130817168e-05,1.0,3,49.3588,398.855,0.724073,960,49.6662,398.882,0.397409,78.192,427.601,0.952065,49.4522,393.672,0.6706850000000001,70.366,492.724,0.58143,75.5895,443.149,0.8300799999999999,59.9731,445.877,0.779413,70.3601,469.301,0.500463,57.3841,409.24300000000005,0.855992,49.3833,409.359,0.873749,1,31.3061,393.672,78.192,495.371,36.5524,401.395,0.639896,31.3061,435.329,0.828835,44.3257,396.24,0.6696350000000001,54.6984,495.371,0.546403,46.9148,440.516,0.6689579999999999,46.9548,448.448,0.816203,52.0608,471.867,0.6568970000000001,31.368,414.455,0.8496819999999999,0.8,31.3061,393.672,78.192,448.448,1280,-0.00122824846767,0.00178340554703,-0.08695902675389999,0.00493521522731,0.0017611910589000004,-0.00328576797619,2702,40.3447,435.3485
1,1785,2628,1.0113292936860332,0.016436599593295794,-6.756657488708055,-0.006303182282498239,1.0101336497721345,1.7882345815693788,9.984648017928114e-06,1.4519559059910073e-05,1.0,0.9886719396390544,-0.016183816240890454,6.7090581247014605,0.006186896877496304,0.9899336550789872,-1.7284308523524183,-9.961372337108607e-06,-1.4211810461559878e-05,1.0,5,39.0689,393.667,0.541471,960,46.9437,388.451,0.384764,70.3657,422.372,0.676029,41.718,388.523,0.494857,57.3658,490.075,0.5558649999999999,70.3487,427.542,0.537425,52.2656,443.121,0.736061,54.8529,466.685,0.6243310000000001,52.1043,404.072,0.798986,46.8315,406.599,0.858135,1,31.2975,388.451,70.3657,490.139,31.3944,393.602,0.477367,31.2975,425.018,0.670212,33.9302,391.09,0.5212399999999999,52.0372,490.139,0.620659,39.1148,427.585,0.539115,46.9199,445.727,0.784054,49.5539,469.19,0.751261,31.374,406.702,0.8377549999999999,0.8,31.2975,388.451,70.3657,445.727,1280,0.00576881505549,0.00247887987643,-0.0993787571788,-0.00257457606494,0.00642305519432,0.006396362092350001,2701,37.81795,424.9755
2,1786,9645,0.98828147688613,-0.005310715315748829,9.490129535312763,-0.0008478110953630192,0.9842641886628268,10.7295988894318,1.9203308261242355e-06,-8.860043240777713e-06,1.0,1.011959889073146,0.005373182893142118,-9.661282529047863,0.0008927651409786156,1.0159733533751536,-10.90945902089885,-1.935387832035494e-06,8.991249553637692e-06,1.0,6,31.2623,385.986,0.557433,960,33.9345,385.844,0.359944,54.81,419.676,0.597731,31.3019,385.795,0.518274,49.4422,487.449,0.685818,62.5566,427.513,0.5655100000000001,49.4009,432.783,0.70945,49.4421,461.42800000000005,0.694483,46.9412,401.463,0.7781819999999999,31.3934,403.981,0.8687370000000001,1,26.0077,385.795,62.5566,487.496,28.7185,388.384,0.476966,0.0,0.0,0.0,28.7872,385.88,0.533696,46.9591,487.496,0.638133,0.0,0.0,0.0,31.2885,437.914,0.745254,41.6619,463.976,0.640625,26.0077,404.039,0.7718510000000001,0.8,26.0077,385.795,62.5566,437.914,1280,0.00182762555778,0.000367397209629,-0.101818867028,0.0028160165529699994,0.00473657017574,0.000971011817455,2711,39.0801,426.2625000000001
3,1787,6793,1.032003841944574,0.03839531574614098,-19.276513386240627,0.005610752882574946,1.030812810678334,-1.5012185129200315,2.1640247651680504e-05,5.231603675421684e-05,1.0,0.9692587489844848,-0.03704800209310888,18.628312102921385,-0.00530585438052385,0.9706969401971504,1.3549498440671797,-2.0697418093798272e-05,-4.99812888602651e-05,1.0,10,0.0,0.0,0.0,960,25.9527,367.604,0.4336600000000001,0.0,0.0,0.0,0.0,0.0,0.0,39.1524,471.859,0.6116739999999999,0.0,0.0,0.0,28.7776,424.961,0.7775449999999999,33.859,448.506,0.564829,26.0985,385.835,0.7560319999999999,31.4071,385.792,0.8544959999999999,1,25.9527,367.604,49.5337,471.859,33.9823,367.622,0.382511,0.0,0.0,0.0,0.0,0.0,0.0,49.5337,471.847,0.555779,0.0,0.0,0.0,46.8583,424.99,0.733815,49.4374,451.021,0.643005,49.4596,385.761,0.770683,0.8,25.9527,367.604,49.4596,424.99,1280,0.00873540062457,0.0011343389051,-0.124480418861,-0.00379758770578,0.0139663955197,0.00519074266776,2690,104.29655,422.244
4,1788,173,1.0360627184381637,0.0573666458613626,-24.69876218393751,-0.003335884064516035,1.0509491945327418,-5.6845095878466365,1.353787041669429e-05,8.122027157229505e-05,1.0,0.9654468765377802,-0.05451833790364692,23.535432790305165,0.0029924759159305077,0.9516606097955757,5.483634311747656,-1.3313144415336145e-05,-7.655607097837944e-05,1.0,11,0.0,0.0,0.0,960,26.0482,365.013,0.477283,5.18069,404.069,0.6600600000000001,0.0,0.0,0.0,41.6554,469.207,0.606698,6.45465,422.271,0.403386,28.7212,424.855,0.751592,36.4599,448.312,0.51272,23.4157,383.271,0.7708020000000001,31.3963,383.22,0.876598,1,5.18069,365.013,62.5778,469.207,39.1515,365.023,0.4820100000000001,57.3762,404.099,0.483599,0.0,0.0,0.0,49.6086,469.1880000000001,0.6427,62.5778,409.346,0.278194,46.9233,424.819,0.717905,49.5273,448.362,0.633267,49.5097,383.278,0.760834,0.8,5.18069,365.013,62.5778,424.855,1280,0.008969462476670001,-0.000454699387774,-0.12034457922,-0.0055783009156600005,0.0133243724704,0.00866903364658,2697,123.8965,439.2925
5,1789,1731,1.0344224056674751,0.0489639126244262,-23.317250536269285,-0.002984254634948643,1.0421641268366348,-9.81531933101321,1.6978978603873652e-05,6.02523568735313e-05,1.0,0.9671405626855892,-0.04671635812729625,22.09252283092695,0.0026132834684449487,0.9597789121039612,9.48147109482886,-1.6578515408929392e-05,-5.703574548668323e-05,1.0,12,31.4076,364.93300000000005,0.6935720000000001,960,41.7645,364.972,0.353045,80.8179,406.628,0.575839,33.9142,362.425,0.620065,49.4686,474.466,0.62047,91.2601,422.293,0.529045,46.96,425.031,0.656596,49.4768,445.857,0.610332,49.5162,385.80800000000005,0.802074,31.3613,385.724,0.8736,1,6.43853,362.425,91.2601,477.078,28.6479,364.966,0.6429560000000001,6.43853,406.725,0.596217,31.21,362.461,0.717501,46.8657,477.078,0.45192,0.0,0.0,0.0,28.6518,427.494,0.671379,31.3655,448.346,0.472261,18.2298,385.774,0.733125,0.8,6.43853,362.425,91.2601,427.494,1280,0.00714115845039,-0.00226755952463,-0.139867842197,0.000614452699665,0.0109530230984,0.00245840731077,2708,143.38549999999995,462.6665
6,1790,9658,1.0310377409898812,0.02426789808913837,-13.377462697746573,0.005072939443768219,1.0347091121242944,-9.323204360147752,1.8429745117589075e-05,4.653430762941818e-05,1.0,0.97041525795829,-0.023334006637585523,12.76414620223789,-0.0049168075655249685,0.9667978650466428,8.947879660984588,-1.7655705626581948e-05,-4.4559229472642356e-05,1.0,13,31.3647,375.405,0.581234,960,39.0789,372.805,0.391722,57.3457,409.356,0.63771,31.4706,370.189,0.541747,49.4742,482.24,0.6426270000000001,57.3729,424.801,0.499559,49.4244,427.687,0.7879149999999999,49.5351,451.0630000000001,0.6580630000000001,49.4355,388.466,0.83865,33.8493,388.476,0.853979,1,28.5403,370.189,57.3729,484.775,28.8171,372.759,0.5057649999999999,0.0,0.0,0.0,31.228,370.259,0.575641,44.2941,484.775,0.482484,0.0,0.0,0.0,31.2002,430.132,0.777908,33.9134,458.794,0.561485,28.5403,388.537,0.779868,0.8,28.5403,370.189,57.3729,430.132,1280,0.00576041080058,0.00108727463521,-0.133843511343,0.0015143343480300002,0.0103302523494,0.00203131814487,2706,195.496,462.6665
7,1791,2748,1.0310574264037249,-0.004544224241352974,-11.059184407548976,0.02336469005762819,0.9987826460319036,7.168058122225474,3.70895471622621e-05,4.570970453734853e-06,1.0,0.969746283536427,0.004363177216787802,10.693327470277117,-0.02242804229422252,1.0015138895275706,-7.4269456259818485,-3.586493259999069e-05,-4.739718665194957e-06,1.0,14,49.3664,364.951,0.698856,960,52.1222,364.92,0.6190220000000001,72.8901,403.94,0.842807,49.5098,362.45,0.7191770000000001,67.6864,471.951,0.6402899999999999,70.4272,417.076,0.653315,59.9648,424.86800000000005,0.813124,65.20100000000001,448.489,0.724889,62.5718,383.172,0.890122,49.5532,383.167,0.936899,1,31.1673,362.45,72.8901,479.651,39.0912,364.925,0.379808,31.1673,404.1,0.776257,46.8333,362.49300000000005,0.625783,52.0649,479.651,0.636246,31.2468,411.897,0.672096,46.8159,424.931,0.860943,49.4506,453.63,0.715663,33.954,383.22,0.8627520000000001,0.8,31.1673,362.45,72.8901,424.931,1280,0.00441871350631,0.00124273647089,-0.126346588135,0.00328124663793,0.00687535665929,-0.00205440726131,2720,207.315,465.22
8,1793,74,1.0228975112137977,-0.006472396777648477,-3.4656524321682336,0.02005451704482235,1.0000598194769692,0.06322094684879277,2.617077715590377e-05,7.664605844202942e-06,1.0,0.977490543331216,0.006300367866715521,3.387244163695248,-0.01960032048058596,0.9999019721480666,-0.13114264777999554,-2.5431458450620793e-05,-7.828740022796146e-06,1.0,16,67.7191,364.991,0.7360939999999999,960,72.962,362.449,0.77144,96.4563,401.46,0.845831,70.2785,362.462,0.765147,91.2722,471.799,0.778509,93.8819,411.865,0.690608,86.0276,422.359,0.852617,88.6913,448.293,0.8160270000000001,88.554,380.651,0.899328,72.9165,383.12,0.987448,1,52.0418,362.449,96.4563,477.048,70.2764,367.571,0.205766,52.0756,404.076,0.8091020000000001,65.1769,364.89,0.595597,70.2971,477.048,0.657325,52.0418,414.48,0.790587,70.2425,424.816,0.885652,67.7873,450.976,0.699321,59.9155,383.181,0.8883489999999999,0.8,52.0418,362.449,96.4563,424.816,1280,0.006593879777939999,0.00241828802973,-0.119471944869,-0.0017841865774200004,0.010478919372,0.00447327131405,2688,208.5765,463.921
9,1795,6058,1.050362791992075,0.008414525849624075,-19.666647135557696,0.030302233071941968,1.0284428694580592,-6.906537493785366,4.630557745969935e-05,2.6489068945891344e-05,1.0,0.9524461766981624,-0.008273718959582716,18.67428012252639,-0.028354187215800183,0.9734165504920312,6.165306108255745,-4.3352494191227214e-05,-2.5401778784892402e-05,1.0,18,75.6988,380.576,0.647888,960,88.5455,372.74,0.5659930000000001,117.373,403.999,0.8219200000000001,80.7898,372.836,0.602438,112.138,482.293,0.754728,117.397,417.084,0.719195,104.292,427.46,0.830716,111.998,451.087,0.8310290000000001,96.455,385.836,0.902286,88.5721,388.469,0.889509,1,72.8853,372.74,117.397,487.36800000000005,72.9675,380.507,0.465164,72.8853,414.515,0.656832,73.1441,375.427,0.6074609999999999,96.45,487.36800000000005,0.69121,78.26,424.902,0.477836,91.1551,427.677,0.836096,93.8424,458.824,0.6910649999999999,73.0052,396.225,0.847036,0.8,72.8853,372.74,117.397,427.677,1280,0.000694712100085,0.000362145452527,-0.11969614774,0.00145894405432,0.00156120595057,-0.006179337855429999,2703,218.96200000000002,474.4665
