,Unnamed: 0_x,Unnamed: 0.1,H_1_1,H_1_2,H_1_3,H_2_1,H_2_2,H_2_3,H_3_1,H_3_2,H_3_3,H_forward_1_1,H_forward_1_2,H_forward_1_3,H_forward_2_1,H_forward_2_2,H_forward_2_3,H_forward_3_1,H_forward_3_2,H_forward_3_3,frame_id,head_3d_1,head_3d_2,head_3d_3,height,l_ear_3d_1,l_ear_3d_2,l_ear_3d_3,l_elbow_3d_1,l_elbow_3d_2,l_elbow_3d_3,l_eye_3d_1,l_eye_3d_2,l_eye_3d_3,l_foot_3d_1,l_foot_3d_2,l_foot_3d_3,l_hand_3d_1,l_hand_3d_2,l_hand_3d_3,l_hip_3d_1,l_hip_3d_2,l_hip_3d_3,l_knee_3d_1,l_knee_3d_2,l_knee_3d_3,l_shoulder_3d_1,l_shoulder_3d_2,l_shoulder_3d_3,neck_3d_1,neck_3d_2,neck_3d_3,person_id,pose_bb_1,pose_bb_2,pose_bb_3,pose_bb_4,r_ear_3d_1,r_ear_3d_2,r_ear_3d_3,r_elbow_3d_1,r_elbow_3d_2,r_elbow_3d_3,r_eye_3d_1,r_eye_3d_2,r_eye_3d_3,r_foot_3d_1,r_foot_3d_2,r_foot_3d_3,r_hand_3d_1,r_hand_3d_2,r_hand_3d_3,r_hip_3d_1,r_hip_3d_2,r_hip_3d_3,r_knee_3d_1,r_knee_3d_2,r_knee_3d_3,r_shoulder_3d_1,r_shoulder_3d_2,r_shoulder_3d_3,threshold,upper_bb_1,upper_bb_2,upper_bb_3,upper_bb_4,width,R_1,R_2,R_3,T_1,T_2,T_3,Unnamed: 0_y,position_x,position_y
0,2453,8804,0.9948518348657636,0.0134231249938941,3.3393192318916967,-0.0016785715828614707,1.0081651914543526,1.1916060755307645,-7.721170825091234e-06,2.643970528449792e-05,1.0,1.0051208137454748,-0.013294982372180105,-3.3405768819461312,0.0016643819668307818,0.9919043629298516,-1.1875171679237349,7.716703734099681e-06,-2.6328311856285112e-05,1.0,3,0.0,0.0,0.0,960,776.8960000000002,432.822,0.775913,758.737,505.794,0.868813,0.0,0.0,0.0,761.362,649.096,0.825817,740.403,534.396,0.843572,771.687,539.614,0.751923,761.247,591.826,0.907223,769.075,466.71,0.835031,787.285,466.705,0.897508,0,740.403,432.822,818.551,649.096,800.2869999999998,437.923,0.60236,818.551,508.201,0.7075229999999999,0.0,0.0,0.0,803.025,641.352,0.606266,805.6669999999998,529.097,0.250692,800.298,542.221,0.832976,797.68,591.839,0.802639,805.607,466.729,0.955534,0.8,740.403,432.822,818.551,542.221,1280,-0.00128106877673,0.00104490434751,-0.0980449095368,-0.0030171435792,-0.00208269897848,-0.00584488222376,4798,778.175,551.3580000000001
1,2483,8805,0.9948518348657636,0.0134231249938941,3.3393192318916967,-0.0016785715828614707,1.0081651914543526,1.1916060755307645,-7.721170825091234e-06,2.643970528449792e-05,1.0,1.0051208137454748,-0.013294982372180105,-3.3405768819461312,0.0016643819668307818,0.9919043629298516,-1.1875171679237349,7.716703734099681e-06,-2.6328311856285112e-05,1.0,3,1032.39,445.71,0.447697,960,1050.52,437.966,0.7088,1047.9,510.963,0.8895,1035.01,435.323,0.438449,1008.75,690.8489999999998,0.906119,1008.98,508.417,0.865757,1053.2,565.734,0.751973,1014.14,625.617,0.8326180000000001,1050.5,466.586,0.8818450000000001,1071.38,469.176,0.919503,1,1008.75,435.323,1113.14,732.586,1074.21,443.154,0.092775,1092.3,510.936,0.179295,0.0,0.0,0.0,1113.14,732.586,0.8827940000000001,0.0,0.0,0.0,1094.82,568.337,0.8272649999999999,1105.35,643.893,0.781134,1089.71,469.3130000000001,0.8953690000000001,0.8,1008.98,435.323,1094.82,568.337,1280,-0.00128106877673,0.00104490434751,-0.0980449095368,-0.0030171435792,-0.00208269897848,-0.00584488222376,5081,1070.135,591.7705000000002
2,2506,8809,0.9948518348657636,0.0134231249938941,3.3393192318916967,-0.0016785715828614707,1.0081651914543526,1.1916060755307645,-7.721170825091234e-06,2.643970528449792e-05,1.0,1.0051208137454748,-0.013294982372180105,-3.3405768819461312,0.0016643819668307818,0.9919043629298516,-1.1875171679237349,7.716703734099681e-06,-2.6328311856285112e-05,1.0,3,195.581,427.527,0.986216,960,218.928,427.417,0.987911,255.356,508.26,0.919292,198.263,424.914,0.93134,229.453,651.696,0.702897,211.188,516.184,0.8959229999999999,229.435,537.011,0.797465,192.915,594.431,0.845015,237.148,456.2,0.825506,219.039,453.615,0.869042,2,172.071,424.914,255.356,651.696,0.0,0.0,0.0,192.842,490.141,0.74633,198.066,425.031,0.20953400000000005,231.958,636.049,0.7135050000000001,172.071,513.566,0.722908,208.548,531.903,0.808628,174.668,594.323,0.8491700000000001,205.982,453.587,0.790335,0.8,172.071,424.914,255.356,537.011,1280,-0.00128106877673,0.00104490434751,-0.0980449095368,-0.0030171435792,-0.00208269897848,-0.00584488222376,3174,101.6749,551.31
3,2514,8806,0.9948518348657636,0.0134231249938941,3.3393192318916967,-0.0016785715828614707,1.0081651914543526,1.1916060755307645,-7.721170825091234e-06,2.643970528449792e-05,1.0,1.0051208137454748,-0.013294982372180105,-3.3405768819461312,0.0016643819668307818,0.9919043629298516,-1.1875171679237349,7.716703734099681e-06,-2.6328311856285112e-05,1.0,3,0.0,0.0,0.0,960,505.762,430.089,0.549805,477.05,511.084,0.553149,0.0,0.0,0.0,508.197,716.8330000000002,0.700353,484.862,537.044,0.106954,492.699,550.016,0.903069,500.508,633.36,0.8018810000000001,487.475,466.573,0.963844,513.565,466.61800000000005,0.972015,3,477.05,430.089,573.432,716.8330000000002,531.941,430.179,0.771748,555.225,513.587,0.8879469999999999,0.0,0.0,0.0,508.294,709.113,0.641066,573.432,555.235,0.8838540000000001,531.727,550.082,0.902883,526.564,630.856,0.7372270000000001,547.437,466.671,0.922929,0.8,477.05,430.089,573.432,555.235,1280,-0.00128106877673,0.00104490434751,-0.0980449095368,-0.0030171435792,-0.00208269897848,-0.00584488222376,920,508.295,559.1669999999998
4,2595,8807,0.9948518348657636,0.0134231249938941,3.3393192318916967,-0.0016785715828614707,1.0081651914543526,1.1916060755307645,-7.721170825091234e-06,2.643970528449792e-05,1.0,1.0051208137454748,-0.013294982372180105,-3.3405768819461312,0.0016643819668307818,0.9919043629298516,-1.1875171679237349,7.716703734099681e-06,-2.6328311856285112e-05,1.0,3,0.0,0.0,0.0,960,659.5319999999998,443.182,0.8539479999999999,636.225,510.922,0.956323,0.0,0.0,0.0,654.423,654.255,0.921857,633.58,542.256,0.8003,656.9,550.134,0.858606,654.442,599.63,0.870972,654.224,469.333,0.923571,677.683,469.30800000000005,1.00053,4,633.58,443.182,706.5039999999998,656.8580000000002,693.398,445.719,0.8268280000000001,706.5039999999998,513.582,0.8620329999999999,0.0,0.0,0.0,690.78,656.8580000000002,0.8869100000000001,698.698,552.578,0.6990729999999999,685.615,552.591,0.864762,677.7610000000002,599.66,0.943194,698.7230000000002,469.343,0.989484,0.8,633.58,443.182,706.5039999999998,552.591,1280,-0.00128106877673,0.00104490434751,-0.0980449095368,-0.0030171435792,-0.00208269897848,-0.00584488222376,5498,666.0409999999998,553.9505
5,2668,8808,0.9948518348657636,0.0134231249938941,3.3393192318916967,-0.0016785715828614707,1.0081651914543526,1.1916060755307645,-7.721170825091234e-06,2.643970528449792e-05,1.0,1.0051208137454748,-0.013294982372180105,-3.3405768819461312,0.0016643819668307818,0.9919043629298516,-1.1875171679237349,7.716703734099681e-06,-2.6328311856285112e-05,1.0,3,0.0,0.0,0.0,960,886.279,383.32,1.01285,857.6060000000001,510.969,0.826749,0.0,0.0,0.0,980.183,823.794,0.740058,831.6039999999998,573.456,0.787826,883.753,576.123,0.814554,886.378,693.432,0.7455069999999999,868.184,430.176,0.8435879999999999,907.174,437.932,0.875384,5,831.6039999999998,383.32,980.183,823.794,925.462,385.925,0.267619,964.447,518.789,0.778867,0.0,0.0,0.0,862.9119999999998,758.677,0.870192,954.162,589.1519999999998,0.823283,928.215,578.769,0.794293,883.675,685.6389999999999,0.725837,946.258,443.094,0.89046,0.8,831.6039999999998,383.32,964.447,589.1519999999998,1280,-0.00128106877673,0.00104490434751,-0.0980449095368,-0.0030171435792,-0.00208269897848,-0.00584488222376,7773,895.457,590.466
6,2454,19543,1.0050990452182298,0.019604568160058188,-3.4358877649158286,0.0008316666588903976,1.0085453044174275,-3.8822046104518835,-1.13096641966383e-06,2.6938623362905065e-05,1.0,0.9950459968407406,-0.019431466655939183,3.3434294366340462,-0.0008161183573651361,0.9915392139168082,3.846554016632876,1.1473487134964113e-06,-2.673267776952853e-05,1.0,4,0.0,0.0,0.0,960,774.237,440.51,0.7658590000000001,755.898,510.886,0.887933,0.0,0.0,0.0,763.825,664.779,0.766864,740.279,542.214,0.866808,763.882,547.4730000000002,0.767829,758.712,602.163,0.814754,763.814,469.272,0.8719469999999999,782.22,469.27,0.925993,0,740.279,440.51,815.9760000000001,664.779,797.7589999999999,440.586,0.6544,815.9760000000001,510.977,0.732582,0.0,0.0,0.0,795.039,657.013,0.7203729999999999,808.193,534.383,0.224645,797.732,549.9780000000002,0.843908,789.921,599.633,0.76722,803.075,469.284,0.971432,0.8,740.279,440.51,815.9760000000001,549.9780000000002,1280,0.0005932200001549999,0.00294288923033,-0.151163369417,0.00592718785629,-0.00726718874648,-0.00679947901517,4799,774.3055,546.1635
7,2484,19544,1.0050990452182298,0.019604568160058188,-3.4358877649158286,0.0008316666588903976,1.0085453044174275,-3.8822046104518835,-1.13096641966383e-06,2.6938623362905065e-05,1.0,0.9950459968407406,-0.019431466655939183,3.3434294366340462,-0.0008161183573651361,0.9915392139168082,3.846554016632876,1.1473487134964113e-06,-2.673267776952853e-05,1.0,4,1029.79,448.306,0.578978,960,1042.81,445.769,0.7549859999999999,1037.62,523.96,0.783355,1032.31,443.225,0.5839270000000001,982.787,696.045,0.8655780000000001,1008.93,523.953,0.810416,1050.68,573.582,0.8166140000000001,1008.75,633.429,0.839125,1040.21,471.84,0.8467450000000001,1063.59,474.456,0.830675,1,982.787,443.225,1121.05,740.448,0.0,0.0,0.0,1084.44,511.019,0.16203199999999998,0.0,0.0,0.0,1121.05,740.448,0.856866,0.0,0.0,0.0,1092.27,573.626,0.8300059999999999,1110.58,654.271,0.8195600000000001,1081.92,477.069,0.805351,0.8,1008.93,443.225,1092.27,573.626,1280,0.0005932200001549999,0.00294288923033,-0.151163369417,0.00592718785629,-0.00726718874648,-0.00679947901517,5084,1047.9450000000004,581.3705
8,2515,19545,1.0050990452182298,0.019604568160058188,-3.4358877649158286,0.0008316666588903976,1.0085453044174275,-3.8822046104518835,-1.13096641966383e-06,2.6938623362905065e-05,1.0,0.9950459968407406,-0.019431466655939183,3.3434294366340462,-0.0008161183573651361,0.9915392139168082,3.846554016632876,1.1473487134964113e-06,-2.673267776952853e-05,1.0,4,0.0,0.0,0.0,960,500.49300000000005,440.511,0.669121,469.359,518.7959999999998,0.7474770000000001,0.0,0.0,0.0,503.066,729.9639999999998,0.653613,469.362,544.879,0.192955,490.09,552.716,0.8755940000000001,492.708,636.144,0.779155,484.93,469.386,0.941855,510.943,471.844,0.969567,3,469.359,440.511,563.095,729.9639999999998,529.2230000000002,443.126,0.694313,549.993,524.036,0.938259,0.0,0.0,0.0,500.487,722.202,0.563445,563.095,563.104,0.822795,526.594,552.786,0.849093,510.975,636.177,0.730057,539.624,471.905,0.8633719999999999,0.8,469.359,440.511,563.095,563.104,1280,0.0005932200001549999,0.00294288923033,-0.151163369417,0.00592718785629,-0.00726718874648,-0.00679947901517,914,504.385,552.5885000000002
9,2596,19546,1.0050990452182298,0.019604568160058188,-3.4358877649158286,0.0008316666588903976,1.0085453044174275,-3.8822046104518835,-1.13096641966383e-06,2.6938623362905065e-05,1.0,0.9950459968407406,-0.019431466655939183,3.3434294366340462,-0.0008161183573651361,0.9915392139168082,3.846554016632876,1.1473487134964113e-06,-2.673267776952853e-05,1.0,4,0.0,0.0,0.0,960,657.0169999999998,445.698,0.8098350000000001,633.456,508.401,0.952626,0.0,0.0,0.0,656.841,659.554,0.925378,636.226,534.396,0.521863,654.328,550.134,0.902287,654.3530000000002,609.9259999999998,0.889229,649.0790000000002,469.394,0.8502360000000001,675.082,469.367,0.945875,4,633.456,445.698,698.699,659.554,685.673,445.848,0.762103,698.699,516.183,0.867914,0.0,0.0,0.0,677.7230000000002,656.909,0.94463,696.029,550.075,0.738329,677.9,552.637,0.872365,675.201,607.405,0.917515,696.1519999999998,471.811,0.990544,0.8,633.456,445.698,698.699,552.637,1280,0.0005932200001549999,0.00294288923033,-0.151163369417,0.00592718785629,-0.00726718874648,-0.00679947901517,5485,666.067,552.6795
