,Unnamed: 0_x,Unnamed: 0.1,H_1_1,H_1_2,H_1_3,H_2_1,H_2_2,H_2_3,H_3_1,H_3_2,H_3_3,H_forward_1_1,H_forward_1_2,H_forward_1_3,H_forward_2_1,H_forward_2_2,H_forward_2_3,H_forward_3_1,H_forward_3_2,H_forward_3_3,frame_id,head_3d_1,head_3d_2,head_3d_3,height,l_ear_3d_1,l_ear_3d_2,l_ear_3d_3,l_elbow_3d_1,l_elbow_3d_2,l_elbow_3d_3,l_eye_3d_1,l_eye_3d_2,l_eye_3d_3,l_foot_3d_1,l_foot_3d_2,l_foot_3d_3,l_hand_3d_1,l_hand_3d_2,l_hand_3d_3,l_hip_3d_1,l_hip_3d_2,l_hip_3d_3,l_knee_3d_1,l_knee_3d_2,l_knee_3d_3,l_shoulder_3d_1,l_shoulder_3d_2,l_shoulder_3d_3,neck_3d_1,neck_3d_2,neck_3d_3,person_id,pose_bb_1,pose_bb_2,pose_bb_3,pose_bb_4,r_ear_3d_1,r_ear_3d_2,r_ear_3d_3,r_elbow_3d_1,r_elbow_3d_2,r_elbow_3d_3,r_eye_3d_1,r_eye_3d_2,r_eye_3d_3,r_foot_3d_1,r_foot_3d_2,r_foot_3d_3,r_hand_3d_1,r_hand_3d_2,r_hand_3d_3,r_hip_3d_1,r_hip_3d_2,r_hip_3d_3,r_knee_3d_1,r_knee_3d_2,r_knee_3d_3,r_shoulder_3d_1,r_shoulder_3d_2,r_shoulder_3d_3,threshold,upper_bb_1,upper_bb_2,upper_bb_3,upper_bb_4,width,R_1,R_2,R_3,T_1,T_2,T_3,Unnamed: 0_y,position_x,position_y
0,1531,6197,0.9940967266026652,-0.005290800510374645,4.832000313474014,0.00020265227845783751,0.9938109140523502,1.7396516911972888,-3.221938644748798e-06,-3.97732967564356e-06,1.0,1.0059442408514718,0.005335905060524289,-4.8700055033943,-0.00021079845238503712,1.006242295618113,-1.749492533138288,3.2402522091215982e-06,4.0193493019688335e-06,1.0,3,0.0,0.0,0.0,960,821.072,406.802,0.847036,800.428,461.449,0.8435440000000001,0.0,0.0,0.0,797.7260000000001,573.435,0.969651,805.482,469.302,0.4351930000000001,821.053,487.509,0.991251,810.7310000000001,529.293,0.903045,813.3589999999998,430.221,0.867139,828.972,427.686,0.894885,0,797.7260000000001,406.8,860.304,573.538,839.445,406.8,0.662172,860.304,456.205,0.712916,0.0,0.0,0.0,831.576,573.538,0.856559,855.068,471.819,0.498207,844.62,487.443,0.907954,839.387,531.7719999999998,0.8785879999999999,847.283,427.679,0.881908,0.8,800.428,406.8,860.304,487.509,1280,3.3443866414e-05,0.00017152987129499998,-0.0529635809362,0.0007014615111980001,-0.00219080946408,-0.000407629762776,4468,830.2355,487.403
1,1557,6199,0.9940967266026652,-0.005290800510374645,4.832000313474014,0.00020265227845783751,0.9938109140523502,1.7396516911972888,-3.221938644748798e-06,-3.97732967564356e-06,1.0,1.0059442408514718,0.005335905060524289,-4.8700055033943,-0.00021079845238503712,1.006242295618113,-1.749492533138288,3.2402522091215982e-06,4.0193493019688335e-06,1.0,3,260.67,424.953,0.879403,960,284.121,424.853,0.822456,320.625,487.449,0.278039,271.078,422.269,0.8333649999999999,0.0,0.0,0.0,0.0,0.0,0.0,305.009,526.602,0.666574,0.0,0.0,0.0,305.003,448.391,0.886767,281.546,448.429,0.89789,1,258.004,422.269,320.625,578.738,0.0,0.0,0.0,258.004,490.052,0.516846,260.692,424.801,0.479237,0.0,0.0,0.0,0.0,0.0,0.0,278.831,526.597,0.712005,279.013,578.738,0.506394,258.159,448.434,0.855475,0.8,258.004,422.269,320.625,526.602,1280,3.3443866414e-05,0.00017152987129499998,-0.0529635809362,0.0007014615111980001,-0.00219080946408,-0.000407629762776,3585,282.7965,513.624
2,1562,6200,0.9940967266026652,-0.005290800510374645,4.832000313474014,0.00020265227845783751,0.9938109140523502,1.7396516911972888,-3.221938644748798e-06,-3.97732967564356e-06,1.0,1.0059442408514718,0.005335905060524289,-4.8700055033943,-0.00021079845238503712,1.006242295618113,-1.749492533138288,3.2402522091215982e-06,4.0193493019688335e-06,1.0,3,555.336,383.197,0.827267,960,0.0,0.0,0.0,0.0,0.0,0.0,552.752,367.674,0.381316,615.217,928.14,0.6323449999999999,0.0,0.0,0.0,531.935,701.323,0.644146,589.198,813.334,0.654987,0.0,0.0,0.0,487.505,484.931,0.7928850000000001,2,362.349,367.61,615.217,951.548,490.054,385.861,0.909245,424.891,651.635,0.6486930000000001,544.8330000000002,367.61,0.80496,362.349,951.548,0.515205,487.471,805.4910000000001,0.822896,448.412,719.557,0.633864,427.476,852.49,0.693153,443.217,490.032,0.772967,0.8,424.891,367.61,555.336,805.4910000000001,1280,3.3443866414e-05,0.00017152987129499998,-0.0529635809362,0.0007014615111980001,-0.00219080946408,-0.000407629762776,2248,585.2955,728.6215
3,1596,6202,0.9940967266026652,-0.005290800510374645,4.832000313474014,0.00020265227845783751,0.9938109140523502,1.7396516911972888,-3.221938644748798e-06,-3.97732967564356e-06,1.0,1.0059442408514718,0.005335905060524289,-4.8700055033943,-0.00021079845238503712,1.006242295618113,-1.749492533138288,3.2402522091215982e-06,4.0193493019688335e-06,1.0,3,218.945,422.234,0.954295,960,0.0,0.0,0.0,0.0,0.0,0.0,219.046,409.328,0.902873,239.863,675.1110000000001,0.932152,0.0,0.0,0.0,239.764,547.441,0.829303,242.485,609.9830000000002,0.812612,341.49,463.951,0.666556,208.546,456.205,0.8018109999999999,5,156.472,409.328,341.49,675.1110000000001,190.322,422.379,0.8251229999999999,156.472,505.703,0.8486739999999999,208.541,411.862,0.8931819999999999,211.179,662.215,0.801272,208.542,490.147,0.951073,200.704,549.991,0.7433609999999999,213.804,610.0419999999998,0.746402,169.48,458.823,0.999427,0.8,156.472,409.328,341.49,549.991,1280,3.3443866414e-05,0.00017152987129499998,-0.0529635809362,0.0007014615111980001,-0.00219080946408,-0.000407629762776,894,218.997,544.8245
4,1532,10217,1.003605889552383,-0.0023564565646002947,-2.442053168395144,-0.0007964045969440901,0.996876872011998,2.5596225696211232,4.6252186926381765e-06,-6.640633664755764e-06,1.0,0.9964259247795476,0.00237155960563026,2.4272547891871827,0.0008078640193995454,1.0031460838913502,-2.5657025100671373,-4.6033230841158766e-06,6.650556673538142e-06,1.0,4,0.0,0.0,0.0,960,821.164,406.799,0.8823690000000001,802.8710000000002,464.022,0.8662350000000001,0.0,0.0,0.0,797.698,573.428,0.984887,805.52,469.271,0.400354,821.1139999999998,487.546,1.01973,813.291,531.72,0.935901,815.942,430.202,0.902291,829.0319999999998,430.111,0.888444,0,797.698,406.799,860.316,573.613,841.959,406.811,0.652755,860.316,458.801,0.703696,0.0,0.0,0.0,826.426,573.613,0.902957,847.297,474.471,0.384279,844.645,487.5,0.929485,839.32,531.832,0.916597,849.829,430.124,0.861865,0.8,802.8710000000002,406.799,860.316,487.546,1280,-0.0021337727084800003,-0.0008911901386449998,-0.07645837217569999,0.0031395787373200003,-0.00291375815868,-0.00556067284197,4471,822.471,487.517
5,1563,10221,1.003605889552383,-0.0023564565646002947,-2.442053168395144,-0.0007964045969440901,0.996876872011998,2.5596225696211232,4.6252186926381765e-06,-6.640633664755764e-06,1.0,0.9964259247795476,0.00237155960563026,2.4272547891871827,0.0008078640193995454,1.0031460838913502,-2.5657025100671373,-4.6033230841158766e-06,6.650556673538142e-06,1.0,4,591.681,380.552,0.804902,960,0.0,0.0,0.0,552.689,615.187,0.133311,589.206,364.969,0.416143,617.895,930.698,0.395366,0.0,0.0,0.0,570.82,711.659,0.6424479999999999,615.159,831.6139999999998,0.627432,568.328,482.24300000000005,0.605885,518.779,484.9,0.770081,2,380.601,364.871,617.895,933.299,521.43,383.137,0.8447819999999999,448.299,649.139,0.6663399999999999,571.0,364.871,0.920557,380.601,933.299,0.574235,487.402,740.467,0.0956616,484.836,727.331,0.5717840000000001,471.839,860.289,0.704248,471.918,487.513,0.793031,0.8,448.299,364.871,591.681,740.467,1280,-0.0021337727084800003,-0.0008911901386449998,-0.07645837217569999,0.0031395787373200003,-0.00291375815868,-0.00556067284197,2247,617.8855,740.3495
6,1597,10222,1.003605889552383,-0.0023564565646002947,-2.442053168395144,-0.0007964045969440901,0.996876872011998,2.5596225696211232,4.6252186926381765e-06,-6.640633664755764e-06,1.0,0.9964259247795476,0.00237155960563026,2.4272547891871827,0.0008078640193995454,1.0031460838913502,-2.5657025100671373,-4.6033230841158766e-06,6.650556673538142e-06,1.0,4,221.672,419.67800000000005,0.917684,960,0.0,0.0,0.0,258.152,492.783,0.833791,232.041,409.334,0.8734280000000001,239.889,669.931,0.894486,281.546,526.559,0.7854399999999999,237.278,547.499,0.857359,239.917,607.403,0.789447,239.972,451.023,0.830816,213.78,453.574,0.854758,5,159.08100000000005,409.334,281.546,669.931,195.41,422.318,0.8430200000000001,159.08100000000005,505.76,0.8335940000000001,216.333,409.336,0.930055,216.338,657.034,0.791609,211.11900000000003,490.142,0.8640000000000001,198.05900000000003,550.015,0.760935,203.366,609.939,0.73546,172.08900000000003,458.806,0.929029,0.8,159.08100000000005,409.334,281.546,550.015,1280,-0.0021337727084800003,-0.0008911901386449998,-0.07645837217569999,0.0031395787373200003,-0.00291375815868,-0.00556067284197,896,220.319,543.523
7,1641,10220,1.003605889552383,-0.0023564565646002947,-2.442053168395144,-0.0007964045969440901,0.996876872011998,2.5596225696211232,4.6252186926381765e-06,-6.640633664755764e-06,1.0,0.9964259247795476,0.00237155960563026,2.4272547891871827,0.0008078640193995454,1.0031460838913502,-2.5657025100671373,-4.6033230841158766e-06,6.650556673538142e-06,1.0,4,67.7121,430.138,0.702224,960,0.0,0.0,0.0,80.8162,471.887,0.496582,67.721,427.525,0.488992,91.2743,570.91,0.7853100000000001,91.1694,482.292,0.5304479999999999,70.4565,503.164,0.854966,88.5931,534.394,0.75575,67.7805,448.392,0.870134,52.1286,448.457,0.907268,9,31.3575,427.525,91.2743,573.456,52.0561,427.591,0.739015,31.3575,484.887,0.789277,62.5207,427.589,0.704116,88.5463,573.456,0.592346,39.1237,510.946,0.631096,52.0959,508.331,0.887592,70.3618,539.599,0.55048,39.0862,448.512,0.889901,0.8,31.3575,427.525,91.1694,510.946,1280,-0.0021337727084800003,-0.0008911901386449998,-0.07645837217569999,0.0031395787373200003,-0.00291375815868,-0.00556067284197,3050,58.6371,504.4645
8,1533,1843,0.9890328111623627,-0.0047886109765732,6.939518856474315,-0.0015117280033854793,0.9924043080564846,1.8857482682477569,-7.986183777266162e-06,-2.7475809572896463e-06,1.0,1.0111015378661554,0.004859378525675571,-7.0257217524719175,0.001524857838155272,1.0077177240539992,-1.9108837327387207,8.079032369234246e-06,2.8075939188833764e-06,1.0,5,0.0,0.0,0.0,960,818.6080000000002,406.658,0.801946,800.3660000000001,463.961,0.7751899999999999,0.0,0.0,0.0,797.691,571.018,1.01496,803.0260000000002,466.71,0.410871,818.455,487.487,0.954759,808.1010000000001,529.244,0.932683,808.117,430.181,0.884916,823.883,430.103,0.922197,0,797.691,406.658,860.189,573.581,839.44,406.681,0.747646,860.189,456.219,0.736612,0.0,0.0,0.0,828.977,573.581,0.917996,844.681,469.269,0.4101770000000001,842.015,487.4380000000001,0.870023,839.387,529.314,0.92456,844.7860000000002,430.114,0.8870129999999999,0.8,800.3660000000001,406.658,860.189,487.487,1280,-0.00302925868891,0.0008438568911519999,-0.0730717182159,0.00432773400098,-0.000124499492813,-0.00796713773161,4476,813.4095,478.35900000000004
9,1564,1849,0.9890328111623627,-0.0047886109765732,6.939518856474315,-0.0015117280033854793,0.9924043080564846,1.8857482682477569,-7.986183777266162e-06,-2.7475809572896463e-06,1.0,1.0111015378661554,0.004859378525675571,-7.0257217524719175,0.001524857838155272,1.0077177240539992,-1.9108837327387207,8.079032369234246e-06,2.8075939188833764e-06,1.0,5,615.124,370.155,0.811473,960,0.0,0.0,0.0,0.0,0.0,0.0,612.695,362.33,0.48635,623.064,951.578,0.5048060000000001,0.0,0.0,0.0,594.344,714.253,0.6501279999999999,633.373,826.3789999999998,0.749336,589.178,469.285,0.6392220000000001,544.811,474.43,0.7400800000000001,2,404.13,359.746,633.373,951.578,547.419,372.829,0.847467,469.291,636.165,0.716594,594.466,359.746,0.891279,404.13,909.831,0.613476,505.689,735.091,0.246655,518.75,732.561,0.5595289999999999,508.316,881.137,0.62278,503.128,484.871,0.768493,0.8,469.291,359.746,615.124,735.091,1280,-0.00302925868891,0.0008438568911519999,-0.0730717182159,0.00432773400098,-0.000124499492813,-0.00796713773161,2249,647.8275,740.3610000000001
